station,type,numof.routes,lat,long,routelist,HRA_name,geometry
Metro Stop,KC Metro,2,47.58372274,-122.3291583,131 132,"Seattle - South Beacon Hill, Georgetown, and South Park","c(-122.329158308741, 47.5837227353196)"
Metro Stop,KC Metro,2,47.29560144,-122.2490231,181 917,Auburn - South,"c(-122.249023148382, 47.2956014440159)"
Metro Stop,KC Metro,2,47.29560039,-122.2446099,181 917,Auburn - South,"c(-122.244609873252, 47.2956003871412)"
Metro Stop,KC Metro,1,47.45512006,-122.2625393,906,Tukwila,"c(-122.262539250495, 47.4551200595314)"
Metro Stop,KC Metro,1,47.45135709,-122.2625534,906,Tukwila,"c(-122.262553439681, 47.4513570866873)"
Metro Stop,KC Metro,1,47.44842342,-122.2625782,906,Tukwila,"c(-122.262578208252, 47.4484234242022)"
Metro Stop,KC Metro,1,47.44557206,-122.2618817,906,Tukwila,"c(-122.261881717398, 47.4455720582082)"
Metro Stop,KC Metro,1,47.44380783,-122.2612757,906,Tukwila,"c(-122.261275666436, 47.4438078345528)"
Metro Stop,KC Metro,1,47.69435975,-122.336381,20,"Seattle - Broadview, Haller Lake, and Licton Springs","c(-122.336380950426, 47.6943597512938)"
Metro Stop,KC Metro,1,47.6978278,-122.3327405,20,Seattle - Northgate and Lake City,"c(-122.332740514099, 47.6978278018918)"
Metro Stop,KC Metro,1,47.69768981,-122.3325578,20,Seattle - Northgate and Lake City,"c(-122.332557818994, 47.6976898146322)"
Metro Stop,KC Metro,1,47.68835147,-122.3982056,17E,Seattle - Ballard,"c(-122.398205609406, 47.6883514674574)"
Metro Stop,KC Metro,1,47.69002541,-122.3982114,17E,Seattle - Ballard,"c(-122.398211357173, 47.690025409612)"
Metro Stop,KC Metro,1,47.69258977,-122.398711,17E,Seattle - Ballard,"c(-122.398710977392, 47.6925897675722)"
Metro Stop,KC Metro,1,47.69383211,-122.3994551,17E,Seattle - Ballard,"c(-122.399455097441, 47.6938321126305)"
Metro Stop,KC Metro,1,47.69427665,-122.4007479,17E,Seattle - Ballard,"c(-122.400747854035, 47.6942766504373)"
Metro Stop,KC Metro,1,47.54499395,-122.3860795,773,Seattle - West Seattle,"c(-122.386079479787, 47.5449939543343)"
Metro Stop,KC Metro,1,47.5504357,-122.381989,773,Seattle - West Seattle,"c(-122.381988955657, 47.5504356994169)"
Metro Stop,KC Metro,1,47.5477563,-122.3095121,107,"Seattle - South Beacon Hill, Georgetown, and South Park","c(-122.309512106723, 47.5477562976257)"
Metro Stop,KC Metro,1,47.54366888,-122.3044315,107,"Seattle - South Beacon Hill, Georgetown, and South Park","c(-122.304431477302, 47.5436688783054)"
Metro Stop,KC Metro,1,47.54064664,-122.3016128,107,"Seattle - South Beacon Hill, Georgetown, and South Park","c(-122.30161282312, 47.5406466399882)"
Metro Stop,KC Metro,1,47.53887789,-122.2955013,36,"Seattle - South Beacon Hill, Georgetown, and South Park","c(-122.295501287363, 47.538877891662)"
Metro Stop,KC Metro,1,47.53874263,-122.2912823,36,"Seattle - South Beacon Hill, Georgetown, and South Park","c(-122.291282261498, 47.5387426308577)"
Metro Stop,KC Metro,1,47.38978775,-122.4675051,118,Vashon,"c(-122.467505103262, 47.3897877514698)"
Metro Stop,KC Metro,2,47.44746222,-122.4605956,118 119,Vashon,"c(-122.460595581463, 47.4474622229262)"
Metro Stop,KC Metro,1,47.33296352,-122.5066174,118,Vashon,"c(-122.506617400108, 47.3329635209263)"
Metro Stop,KC Metro,1,47.38720069,-122.3018396,156,Des Moines and Normandy Park,"c(-122.301839577133, 47.3872006912823)"
Metro Stop,KC Metro,2,47.57937116,-122.3291589,131 132,"Seattle - South Beacon Hill, Georgetown, and South Park","c(-122.329158913161, 47.5793711591035)"
Metro Stop,KC Metro,2,47.52639506,-122.3223069,132 60,"Seattle - South Beacon Hill, Georgetown, and South Park","c(-122.322306871859, 47.5263950617802)"
Metro Stop,KC Metro,2,47.52637881,-122.317157,132 60,"Seattle - South Beacon Hill, Georgetown, and South Park","c(-122.317156997207, 47.5263788116712)"
Metro Stop,KC Metro,1,47.52679163,-122.3147924,60,"Seattle - South Beacon Hill, Georgetown, and South Park","c(-122.314792394311, 47.5267916324961)"
Metro Stop,KC Metro,1,47.53262237,-122.3131605,60,"Seattle - South Beacon Hill, Georgetown, and South Park","c(-122.313160504212, 47.5326223739974)"
Metro Stop,KC Metro,1,47.53349993,-122.3120356,124,"Seattle - South Beacon Hill, Georgetown, and South Park","c(-122.312035558366, 47.5334999271449)"
Metro Stop,KC Metro,1,47.5296963,-122.3058022,124,Tukwila,"c(-122.30580221601, 47.5296962971844)"
Metro Stop,KC Metro,1,47.52429418,-122.3017229,124,Tukwila,"c(-122.301722941712, 47.5242941767904)"
Metro Stop,KC Metro,1,47.44132624,-122.2593891,906,Tukwila,"c(-122.25938905565, 47.4413262420041)"
Metro Stop,KC Metro,2,47.44123662,-122.2538577,150 906,Tukwila,"c(-122.253857679309, 47.441236620648)"
Metro Stop,KC Metro,2,47.44117573,-122.2481776,150 906,Tukwila,"c(-122.248177568814, 47.4411757305807)"
Metro Stop,KC Metro,1,47.43533428,-122.2480678,150,Tukwila,"c(-122.248067763812, 47.4353342767439)"
Metro Stop,KC Metro,1,47.28609656,-122.1744281,915,Auburn - South,"c(-122.174428139844, 47.2860965553314)"
Metro Stop,KC Metro,1,47.28815446,-122.1777893,915,Auburn - South,"c(-122.177789254175, 47.2881544616875)"
Metro Stop,KC Metro,1,47.28833938,-122.1833953,915,Auburn - South,"c(-122.183395342729, 47.2883393813254)"
Metro Stop,KC Metro,1,47.28831859,-122.1873359,915,Auburn - South,"c(-122.187335896165, 47.2883185932248)"
Metro Stop,KC Metro,1,47.39415253,-122.2880998,165,Kent - West,"c(-122.288099785717, 47.394152530686)"
Metro Stop,KC Metro,1,47.39528076,-122.2849855,165,Kent - West,"c(-122.284985527176, 47.3952807569257)"
Metro Stop,KC Metro,1,47.39074082,-122.2879402,162,Kent - West,"c(-122.287940198877, 47.3907408230153)"
Metro Stop,KC Metro,1,47.28850394,-122.1928212,915,Auburn - South,"c(-122.19282116648, 47.2885039443436)"
Metro Stop,KC Metro,2,47.37831961,-122.2695945,162 183,Kent - West,"c(-122.269594546359, 47.3783196060986)"
Metro Stop,KC Metro,1,47.55593748,-122.3814153,773,Seattle - West Seattle,"c(-122.381415315096, 47.5559374787075)"
Metro Stop,KC Metro,1,47.56049518,-122.3813644,773N,Seattle - West Seattle,"c(-122.381364438078, 47.560495178518)"
Metro Stop,KC Metro,1,47.55543872,-122.3816354,773,Seattle - West Seattle,"c(-122.381635426724, 47.5554387186769)"
Metro Stop,KC Metro,1,47.64236158,-122.40957,24,Magnolia and Interbay,"c(-122.409569973733, 47.6423615815262)"
Metro Stop,KC Metro,1,47.64341866,-122.4095493,24,Magnolia and Interbay,"c(-122.409549268649, 47.6434186590215)"
Metro Stop,KC Metro,1,47.64493265,-122.4095221,24,Magnolia and Interbay,"c(-122.409522124844, 47.6449326531664)"
Metro Stop,KC Metro,1,47.64708261,-122.4094696,24,Magnolia and Interbay,"c(-122.409469621731, 47.6470826082139)"
Metro Stop,KC Metro,1,47.64877295,-122.40946,24,Magnolia and Interbay,"c(-122.409459992936, 47.6487729484503)"
Metro Stop,KC Metro,1,47.65064934,-122.4094601,24,Magnolia and Interbay,"c(-122.409460061532, 47.6506493403475)"
Metro Stop,KC Metro,1,47.65223368,-122.410551,24,Magnolia and Interbay,"c(-122.410551041038, 47.6522336799078)"
Metro Stop,KC Metro,3,47.51730145,-122.3535657,113 128 60,North Highline and White Center,"c(-122.353565720964, 47.5173014475777)"
Metro Stop,KC Metro,1,47.38720033,-122.2994534,165,Des Moines and Normandy Park,"c(-122.299453417111, 47.3872003344521)"
Metro Stop,KC Metro,2,47.38668281,-122.3069445,156 165,Des Moines and Normandy Park,"c(-122.306944501204, 47.3866828066221)"
Metro Stop,KC Metro,2,47.38673174,-122.3100305,156 165,Des Moines and Normandy Park,"c(-122.310030493322, 47.3867317423142)"
Metro Stop,KC Metro,2,47.38677816,-122.3124422,156 165,Des Moines and Normandy Park,"c(-122.312442166649, 47.3867781568855)"
Metro Stop,KC Metro,3,47.39118462,-122.2883563,162 190 193E,Kent - West,"c(-122.288356330366, 47.3911846154026)"
Metro Stop,KC Metro,1,47.30749086,-122.2246129,181,Auburn - North,"c(-122.224612918655, 47.3074908582003)"
Metro Stop,KC Metro,1,47.30771665,-122.2192855,181,Auburn - North,"c(-122.219285548845, 47.3077166499849)"
Metro Stop,KC Metro,1,47.30785443,-122.2159352,181,Auburn - North,"c(-122.215935174341, 47.3078544343364)"
Metro Stop,KC Metro,1,47.30849699,-122.2133197,181,Auburn - North,"c(-122.213319694165, 47.3084969916088)"
Metro Stop,KC Metro,3,47.51726381,-122.3503306,113 128 60,North Highline and White Center,"c(-122.350330587825, 47.5172638115411)"
Metro Stop,KC Metro,2,47.51384286,-122.3860825,21E 22,Seattle - West Seattle,"c(-122.386082511031, 47.5138428550757)"
Metro Stop,KC Metro,2,47.51350307,-122.388691,21E 22,Seattle - West Seattle,"c(-122.388691025141, 47.5135030692792)"
Metro Stop,KC Metro,2,47.51081232,-122.3888293,21E 22,Seattle - West Seattle,"c(-122.388829294115, 47.5108123197993)"
Metro Stop,KC Metro,2,47.50995904,-122.3882049,21E 22,Seattle - West Seattle,"c(-122.388204868222, 47.5099590438373)"
Metro Stop,KC Metro,2,47.50821545,-122.3867364,21E 22,Seattle - West Seattle,"c(-122.386736439629, 47.5082154522843)"
Metro Stop,KC Metro,2,47.50819512,-122.384332,21E 22,Seattle - West Seattle,"c(-122.384331954359, 47.508195121389)"
Metro Stop,KC Metro,2,47.50817098,-122.3816603,21E 22,Seattle - West Seattle,"c(-122.381660261945, 47.5081709795161)"
Metro Stop,KC Metro,2,47.50652329,-122.3815992,21E 22,Seattle - West Seattle,"c(-122.381599190254, 47.5065232938824)"
Metro Stop,KC Metro,2,47.50466057,-122.3806172,21E 22,Seattle - West Seattle,"c(-122.380617192891, 47.5046605705081)"
Metro Stop,KC Metro,2,47.50282368,-122.380939,21E 22,Seattle - West Seattle,"c(-122.380939009027, 47.5028236758595)"
Metro Stop,KC Metro,1,47.42597604,-122.3247487,156,Des Moines and Normandy Park,"c(-122.324748673021, 47.4259760413512)"
Metro Stop,KC Metro,1,47.42841813,-122.3248063,156,Des Moines and Normandy Park,"c(-122.324806302942, 47.4284181326621)"
Metro Stop,KC Metro,1,47.43103877,-122.324861,156,Seatac,"c(-122.324860956749, 47.4310387676935)"
Metro Stop,KC Metro,1,47.433631,-122.324636,156,Seatac,"c(-122.324635969162, 47.4336309993377)"
Metro Stop,KC Metro,1,47.56079378,-122.2890477,50,Seattle - Rainier Valley and Rainier Beach,"c(-122.289047672145, 47.5607937846971)"
Metro Stop,KC Metro,1,47.56091016,-122.2939769,50,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill","c(-122.293976860271, 47.5609101576715)"
Metro Stop,KC Metro,1,47.56047789,-122.3012888,50,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill","c(-122.30128877642, 47.5604778861524)"
Metro Stop,KC Metro,1,47.31092112,-122.213432,181,Auburn - North,"c(-122.213431993443, 47.3109211165562)"
Metro Stop,KC Metro,2,47.50057078,-122.3794114,21E 22,Seattle - West Seattle,"c(-122.379411415729, 47.5005707818534)"
Metro Stop,KC Metro,1,47.64705583,-122.4008217,24,Magnolia and Interbay,"c(-122.400821718668, 47.6470558321655)"
Metro Stop,KC Metro,1,47.64885362,-122.400815,24,Magnolia and Interbay,"c(-122.400815047863, 47.6488536156506)"
Metro Stop,KC Metro,1,47.65064449,-122.4008122,24,Magnolia and Interbay,"c(-122.400812226371, 47.6506444908972)"
Metro Stop,KC Metro,1,47.65244754,-122.4008017,24,Magnolia and Interbay,"c(-122.400801655289, 47.6524475377441)"
Metro Stop,KC Metro,1,47.65204243,-122.4010086,24,Magnolia and Interbay,"c(-122.401008581862, 47.6520424298125)"
Metro Stop,KC Metro,1,47.65425075,-122.4007992,24,Magnolia and Interbay,"c(-122.40079920501, 47.6542507468997)"
Metro Stop,KC Metro,1,47.65607676,-122.4007934,24,Magnolia and Interbay,"c(-122.400793383698, 47.6560767613911)"
Metro Stop,KC Metro,1,47.65792903,-122.4007924,24,Magnolia and Interbay,"c(-122.400792412272, 47.6579290327345)"
Metro Stop,KC Metro,2,47.65957224,-122.400501,24 33,Magnolia and Interbay,"c(-122.400501025641, 47.659572242772)"
Metro Stop,KC Metro,2,47.66000402,-122.398574,24 33,Magnolia and Interbay,"c(-122.398573951936, 47.6600040181857)"
Metro Stop,KC Metro,1,47.65834831,-122.3966612,24,Magnolia and Interbay,"c(-122.396661186333, 47.6583483145562)"
Metro Stop,KC Metro,1,47.6557809,-122.3957642,24,Magnolia and Interbay,"c(-122.395764178324, 47.6557809021307)"
Metro Stop,KC Metro,2,47.70153506,-122.2906198,64E 65,"Seattle - Laurelhurst, Sand Point, and Wedgwood","c(-122.290619809762, 47.7015350616168)"
Metro Stop,KC Metro,1,47.43640116,-122.3243716,156,Seatac,"c(-122.324371586452, 47.4364011559522)"
Metro Stop,KC Metro,1,47.4379705,-122.3242184,156,Seatac,"c(-122.32421837749, 47.4379704986249)"
Metro Stop,KC Metro,1,47.52280414,-122.3150717,132,"Seattle - South Beacon Hill, Georgetown, and South Park","c(-122.315071713381, 47.5228041379194)"
Metro Stop,KC Metro,1,47.51624122,-122.3147516,132,North Highline and White Center,"c(-122.314751596937, 47.5162412237205)"
Metro Stop,KC Metro,1,47.53217483,-122.3282658,132,"Seattle - South Beacon Hill, Georgetown, and South Park","c(-122.328265752597, 47.5321748325922)"
Metro Stop,KC Metro,1,47.53205897,-122.3277563,132,"Seattle - South Beacon Hill, Georgetown, and South Park","c(-122.327756337752, 47.5320589663751)"
Metro Stop,KC Metro,1,47.53406496,-122.3283443,132,"Seattle - South Beacon Hill, Georgetown, and South Park","c(-122.328344269512, 47.5340649632137)"
Metro Stop,KC Metro,1,47.53408528,-122.3310698,132,"Seattle - South Beacon Hill, Georgetown, and South Park","c(-122.33106975361, 47.5340852800943)"
Metro Stop,KC Metro,1,47.53422313,-122.331179,132,"Seattle - South Beacon Hill, Georgetown, and South Park","c(-122.331178987158, 47.5342231343054)"
Metro Stop,KC Metro,3,47.72688216,-122.3125529,347 348 73,Seattle - Northgate and Lake City,"c(-122.31255292957, 47.726882158481)"
Metro Stop,KC Metro,3,47.73019092,-122.3125944,347 348 73,Seattle - Northgate and Lake City,"c(-122.312594373786, 47.7301909206688)"
Metro Stop,KC Metro,2,47.70507146,-122.2907637,64E 65,Seattle - Northgate and Lake City,"c(-122.290763715676, 47.7050714627466)"
Metro Stop,KC Metro,2,47.70861771,-122.290652,64E 65,Seattle - Northgate and Lake City,"c(-122.290651983079, 47.7086177121793)"
Metro Stop,KC Metro,2,47.71215449,-122.2905522,64E 65,Seattle - Northgate and Lake City,"c(-122.290552157544, 47.712154485774)"
Metro Stop,KC Metro,2,47.71574049,-122.2913841,64E 65,Seattle - Northgate and Lake City,"c(-122.2913841292, 47.7157404926287)"
Metro Stop,KC Metro,2,47.71751904,-122.2912472,64E 65,Seattle - Northgate and Lake City,"c(-122.291247163825, 47.717519041027)"
Metro Stop,KC Metro,1,47.59674155,-122.2874952,27,"Montlake, Madison Park, and Madrona","c(-122.287495184751, 47.5967415517128)"
Metro Stop,KC Metro,1,47.59456424,-122.2879167,27,"Montlake, Madison Park, and Madrona","c(-122.28791672815, 47.5945642398496)"
Metro Stop,KC Metro,1,47.51480645,-122.313355,132,North Highline and White Center,"c(-122.313354953251, 47.5148064460188)"
Metro Stop,KC Metro,1,47.51290972,-122.3104761,132,North Highline and White Center,"c(-122.310476142145, 47.5129097181251)"
Metro Stop,KC Metro,1,47.53403398,-122.3280316,132,"Seattle - South Beacon Hill, Georgetown, and South Park","c(-122.328031616692, 47.5340339789216)"
Metro Stop,KC Metro,1,47.48236337,-122.1113857,111,"East Highlands, Hobart, and Greater Maple Valley","c(-122.111385657742, 47.4823633661892)"
Metro Stop,KC Metro,1,47.4821856,-122.1066612,111,"East Highlands, Hobart, and Greater Maple Valley","c(-122.106661195157, 47.4821855962552)"
Metro Stop,KC Metro,1,47.48209894,-122.1038238,111,"East Highlands, Hobart, and Greater Maple Valley","c(-122.103823786932, 47.4820989411009)"
Metro Stop,KC Metro,1,47.48204899,-122.0990418,111,"East Highlands, Hobart, and Greater Maple Valley","c(-122.099041813905, 47.4820489948606)"
Metro Stop,KC Metro,1,47.48141939,-122.0977687,111,"East Highlands, Hobart, and Greater Maple Valley","c(-122.097768672596, 47.4814193949734)"
Metro Stop,KC Metro,1,47.37247522,-122.2179713,914,Kent - South,"c(-122.217971318542, 47.3724752188346)"
Metro Stop,KC Metro,1,47.37422185,-122.2179691,914,Kent - South,"c(-122.217969149374, 47.3742218512759)"
Metro Stop,KC Metro,1,47.37544211,-122.2179611,914,Kent - South,"c(-122.217961109227, 47.3754421060571)"
Metro Stop,KC Metro,3,47.73201672,-122.312622,347 348 73,Seattle - Northgate and Lake City,"c(-122.312622014806, 47.7320167228367)"
Metro Stop,KC Metro,1,47.7414196,-122.3128494,348,Shoreline,"c(-122.31284935608, 47.741419595712)"
Metro Stop,KC Metro,1,47.74539047,-122.3129178,348,Shoreline,"c(-122.312917837282, 47.7453904672632)"
Metro Stop,KC Metro,1,47.7447164,-122.3130938,348,Shoreline,"c(-122.313093755014, 47.7447164002632)"
Metro Stop,KC Metro,1,47.73434149,-122.3126557,348,Shoreline,"c(-122.312655748051, 47.7343414866374)"
Metro Stop,KC Metro,1,47.73382526,-122.3076296,65,Seattle - Northgate and Lake City,"c(-122.307629576742, 47.7338252640721)"
Metro Stop,KC Metro,1,47.58955446,-122.2863865,27,Seattle - Rainier Valley and Rainier Beach,"c(-122.286386506358, 47.589554458153)"
Metro Stop,KC Metro,2,47.73224591,-122.355101,16E 28E,"Seattle - Broadview, Haller Lake, and Licton Springs","c(-122.355100954163, 47.7322459114204)"
Metro Stop,KC Metro,2,47.73224561,-122.3482647,16E 28E,"Seattle - Broadview, Haller Lake, and Licton Springs","c(-122.348264685607, 47.7322456100781)"
Metro Stop,KC Metro,1,47.7335379,-122.3610323,28E,"Seattle - Broadview, Haller Lake, and Licton Springs","c(-122.361032312855, 47.7335379006939)"
Metro Stop,KC Metro,1,47.73046017,-122.3610393,28E,"Seattle - Broadview, Haller Lake, and Licton Springs","c(-122.361039283649, 47.7304601679298)"
Metro Stop,KC Metro,1,47.7283655,-122.3610427,28E,"Seattle - Broadview, Haller Lake, and Licton Springs","c(-122.361042669448, 47.7283654958047)"
Metro Stop,KC Metro,3,47.65050433,-122.3069064,44N 65 73,Seattle - University District,"c(-122.30690640654, 47.6505043314105)"
Metro Stop,KC Metro,1,47.6504951,-122.3062001,44,Seattle - University District,"c(-122.306200065422, 47.6504950980684)"
Metro Stop,KC Metro,2,47.64054713,-122.3021695,43 48,"Montlake, Madison Park, and Madrona","c(-122.30216951213, 47.6405471330873)"
Metro Stop,KC Metro,1,47.37820013,-122.2253285,914,Kent - South,"c(-122.225328502382, 47.3782001297067)"
Metro Stop,KC Metro,1,47.375303,-122.1971292,914,Kent - Central,"c(-122.197129240226, 47.3753030028113)"
Metro Stop,KC Metro,1,47.37777552,-122.1970727,914,Kent - Central,"c(-122.197072654905, 47.3777755174067)"
Metro Stop,KC Metro,1,47.37978573,-122.1976781,914,Kent - Central,"c(-122.197678148691, 47.3797857258046)"
Metro Stop,KC Metro,1,47.4120992,-122.1969711,160,Kent - East,"c(-122.196971089787, 47.4120991950462)"
Metro Stop,KC Metro,2,47.36809787,-122.1896807,162 168,Kent - South,"c(-122.189680690019, 47.3680978655145)"
Metro Stop,KC Metro,2,47.36875897,-122.1915544,162 168,Kent - South,"c(-122.191554379178, 47.3687589696658)"
Metro Stop,KC Metro,1,47.36630905,-122.202351,914,Kent - South,"c(-122.202350974951, 47.3663090533212)"
Metro Stop,KC Metro,1,47.46510604,-122.2623195,128,Tukwila,"c(-122.262319462806, 47.4651060377086)"
Metro Stop,KC Metro,1,47.46653402,-122.2659533,128,Tukwila,"c(-122.265953313584, 47.4665340234213)"
Metro Stop,KC Metro,1,47.46853304,-122.2667037,128,Tukwila,"c(-122.266703723778, 47.4685330366788)"
Metro Stop,KC Metro,1,47.473993,-122.2677111,128,Tukwila,"c(-122.26771109555, 47.4739929984677)"
Metro Stop,KC Metro,2,47.60743566,-122.3265882,193E 60,"Seattle - Downtown, Belltown, and First Hill","c(-122.326588162449, 47.6074356565835)"
Metro Stop,KC Metro,2,47.60608985,-122.3253575,193E 60,"Seattle - Downtown, Belltown, and First Hill","c(-122.325357525467, 47.6060898467337)"
Metro Stop,KC Metro,1,47.60347189,-122.3229634,60,"Seattle - Downtown, Belltown, and First Hill","c(-122.322963420544, 47.603471892571)"
Metro Stop,KC Metro,5,47.61337704,-122.3325939,10 11 43N 49N 7,"Seattle - Downtown, Belltown, and First Hill","c(-122.332593902361, 47.6133770362379)"
Metro Stop,KC Metro,2,47.64296089,-122.3029356,43 48,"Montlake, Madison Park, and Madrona","c(-122.302935552685, 47.6429608903882)"
Metro Stop,KC Metro,6,47.64914364,-122.3049647,167 271 43 48 542E 556E,Seattle - University District,"c(-122.304964725624, 47.6491436397996)"
Metro Stop,KC Metro,2,47.63769408,-122.3016183,43 48,"Montlake, Madison Park, and Madrona","c(-122.301618329883, 47.6376940762987)"
Metro Stop,KC Metro,2,47.63499856,-122.301672,43 48,"Montlake, Madison Park, and Madrona","c(-122.301672047619, 47.6349985587517)"
Metro Stop,KC Metro,2,47.63216741,-122.3017179,43 48,Seattle - Capitol Hill,"c(-122.301717874349, 47.6321674143126)"
Metro Stop,KC Metro,2,47.57468612,-122.3291621,131 132,"Seattle - South Beacon Hill, Georgetown, and South Park","c(-122.329162094137, 47.5746861204352)"
Metro Stop,KC Metro,1,47.57135492,-122.3145165,50,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill","c(-122.314516473036, 47.5713549168315)"
Metro Stop,KC Metro,1,47.38673046,-122.2252691,165,Kent - Central,"c(-122.225269069274, 47.3867304571212)"
Metro Stop,KC Metro,1,47.39705304,-122.2548653,150,Kent - West,"c(-122.254865303316, 47.3970530406627)"
Metro Stop,KC Metro,1,47.39476436,-122.2548636,150,Kent - West,"c(-122.254863607067, 47.3947643551611)"
Metro Stop,KC Metro,1,47.38669774,-122.2281751,165,Kent - Central,"c(-122.228175102605, 47.3866977350623)"
Metro Stop,KC Metro,2,47.38260599,-122.2374722,566E 914,Kent - Central,"c(-122.237472241837, 47.3826059908596)"
Metro Stop,KC Metro,1,47.38081873,-122.2358175,914,Kent - South,"c(-122.235817529538, 47.380818727779)"
Metro Stop,KC Metro,2,47.5766768,-122.3134684,107 60,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill","c(-122.313468419026, 47.5766767995783)"
Metro Stop,KC Metro,2,47.57490089,-122.3134828,107 60,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill","c(-122.313482769852, 47.5749008946303)"
Metro Stop,KC Metro,2,47.5714374,-122.3135099,107 60,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill","c(-122.313509927067, 47.571437397045)"
Metro Stop,KC Metro,2,47.5630995,-122.3136173,107 60,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill","c(-122.313617306784, 47.5630995004532)"
Metro Stop,KC Metro,1,47.48767396,-122.1048778,111,Newcastle and Four Creeks,"c(-122.104877815733, 47.4876739628732)"
Metro Stop,KC Metro,1,47.48792659,-122.1116069,111,Newcastle and Four Creeks,"c(-122.111606922331, 47.4879265944335)"
Metro Stop,KC Metro,1,47.48804138,-122.1172769,111,Newcastle and Four Creeks,"c(-122.117276933508, 47.4880413789731)"
Metro Stop,KC Metro,1,47.48813034,-122.1213809,111,Newcastle and Four Creeks,"c(-122.121380875502, 47.4881303384036)"
Metro Stop,KC Metro,1,47.48825085,-122.1270349,111,Newcastle and Four Creeks,"c(-122.127034903864, 47.4882508495896)"
Metro Stop,KC Metro,1,47.48836136,-122.1320051,111,Newcastle and Four Creeks,"c(-122.132005085781, 47.4883613564118)"
Metro Stop,KC Metro,1,47.4884196,-122.1384747,111,Renton - North,"c(-122.138474741817, 47.4884195951295)"
Metro Stop,KC Metro,1,47.61144705,-122.3375299,599N,"Seattle - Downtown, Belltown, and First Hill","c(-122.337529889096, 47.6114470531795)"
Metro Stop,KC Metro,1,47.63456061,-122.3704737,1,Seattle - Queen Anne,"c(-122.370473738642, 47.6345606066558)"
Metro Stop,KC Metro,1,47.63236791,-122.3705063,1,Seattle - Queen Anne,"c(-122.3705062942, 47.6323679100445)"
Metro Stop,KC Metro,1,47.63107347,-122.3701557,1,Magnolia and Interbay,"c(-122.370155689907, 47.63107346775)"
Metro Stop,KC Metro,1,47.62950188,-122.3686409,1,Seattle - Queen Anne,"c(-122.368640855436, 47.6295018842054)"
Metro Stop,KC Metro,1,47.62759024,-122.3661101,1,Magnolia and Interbay,"c(-122.36611014761, 47.6275902438357)"
Metro Stop,KC Metro,1,47.62666784,-122.363337,1,Seattle - Queen Anne,"c(-122.363336968235, 47.6266678434095)"
Metro Stop,KC Metro,1,47.62665699,-122.3603067,1,Seattle - Queen Anne,"c(-122.360306723329, 47.6266569855023)"
Metro Stop,KC Metro,3,47.56699682,-122.313566,107 50 60,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill","c(-122.313566029221, 47.5669968225185)"
Metro Stop,KC Metro,3,47.56506743,-122.3135963,107 50 60,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill","c(-122.313596267987, 47.5650674327148)"
Metro Stop,KC Metro,1,47.56176769,-122.3108369,50,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill","c(-122.310836912963, 47.5617676876512)"
Metro Stop,KC Metro,1,47.51888835,-122.2982394,124,Tukwila,"c(-122.29823942112, 47.5188883523101)"
Metro Stop,KC Metro,1,47.51656745,-122.2966928,124,Tukwila,"c(-122.29669281636, 47.5165674531402)"
Metro Stop,KC Metro,1,47.5121633,-122.2938576,124,Tukwila,"c(-122.293857601483, 47.5121633001123)"
Metro Stop,KC Metro,1,47.50555256,-122.2919445,124,Tukwila,"c(-122.291944508506, 47.5055525587593)"
Metro Stop,KC Metro,2,47.29587446,-122.2344527,181 917,Auburn - South,"c(-122.23445265299, 47.2958744569903)"
Metro Stop,KC Metro,1,47.30820384,-122.2271232,160,Auburn - North,"c(-122.227123223244, 47.3082038417951)"
Metro Stop,KC Metro,1,47.29525244,-122.2500052,917,Auburn - South,"c(-122.250005173354, 47.2952524389352)"
Metro Stop,KC Metro,1,47.42844023,-122.2573522,150,Kent - West,"c(-122.257352192878, 47.4284402327704)"
Metro Stop,KC Metro,1,47.43175861,-122.2490255,150,Kent - West,"c(-122.249025547993, 47.4317586104528)"
Metro Stop,KC Metro,1,47.48846176,-122.1436212,111,Renton - North,"c(-122.14362124732, 47.4884617613379)"
Metro Stop,KC Metro,1,47.48850222,-122.1488001,111,Renton - North,"c(-122.148800085417, 47.4885022229489)"
Metro Stop,KC Metro,1,47.62565982,-122.3587645,1,Seattle - Queen Anne,"c(-122.358764547416, 47.6256598234082)"
Metro Stop,KC Metro,5,47.62183498,-122.3568192,1 13 2 32 8,Seattle - Queen Anne,"c(-122.356819196244, 47.6218349771287)"
Metro Stop,KC Metro,2,47.58450688,-122.3145827,36 60,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill","c(-122.314582652245, 47.5845068758082)"
Metro Stop,KC Metro,2,47.58660281,-122.3145653,36 60,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill","c(-122.314565283432, 47.5866028116881)"
