FEATUREDES,NAME,ZIPCODE,LONG_CEN,LAT_CEN,DISTRICT,lat,long,HRA_name,geometry
School-College or University,City University,98057,-122.2113942,47.46906591,RENTON,-122.2113918,47.46906794,Renton - North,"c(-122.211391791425, 47.4690679423237)"
School-Junior High/Middle,McMurray Middle School,98070,-122.4543622,47.42862885,VASHON ISLAND,-122.4543596,47.4286305,Vashon,"c(-122.45435958934, 47.4286305021766)"
School-Junior High/Middle,Explorer West Middle School,98146,-122.3693299,47.51320047,HIGHLINE,-122.3693278,47.51320228,North Highline and White Center,"c(-122.369327781759, 47.5132022774354)"
School-K-12,Amazing Grace Christian School,98178,-122.2018041,47.48130946,RENTON,-122.2018017,47.48131152,Renton - North,"c(-122.201801749858, 47.4813115218089)"
School-Alternative,St. Anne School,98119,-122.3581389,47.63110226,SEATTLE,-122.3581373,47.63110402,Seattle - Queen Anne,"c(-122.358137259681, 47.6311040226065)"
School-Elementary,Highland Park Elementary School,98106,-122.3484565,47.5252633,SEATTLE,-122.3484544,47.52526513,Seattle - Delridge,"c(-122.348454353605, 47.5252651255309)"
School-Elementary,Panther Lake Elementary School,98031,-122.2046402,47.40962879,KENT,-122.2046375,47.40963084,Kent - East,"c(-122.204637520584, 47.409630838603)"
School-Alternative,St. Bernadette Parish School,98146,-122.3481669,47.48911085,HIGHLINE,-122.3481647,47.48911268,Burien,"c(-122.348164654957, 47.4891126792879)"
School-Elementary,Dick Scobee Elementary School,98002,-122.2173617,47.32081963,AUBURN,-122.2173585,47.32082164,Auburn - North,"c(-122.21735846591, 47.320821642851)"
School-Elementary,Rachel Carson Elementary School,98074,-122.015399,47.6195673,LAKE WASHINGTON,-122.0153975,47.6195697,Sammamish,"c(-122.015397452276, 47.6195696991716)"
School-Elementary,Lakeview Elementary School,98033,-122.2001713,47.66724247,LAKE WASHINGTON,-122.2001698,47.6672445,Kirkland - South,"c(-122.200169847335, 47.6672445020406)"
School-High,Bellevue High School,98004,-122.1976819,47.60440285,BELLEVUE,-122.1976802,47.6044049,Bellevue - West,"c(-122.197680167807, 47.6044048956615)"
School-K-12,Skykomish K-12 School,98288,-121.3624187,47.70933842,SKYKOMISH,-121.3624196,47.70933992,"Duvall, Carnation, Skykomish, and Northeast King County","c(-121.362419633073, 47.7093399163517)"
School-Elementary,Phantom Lake Elementary School,98008,-122.1254323,47.60049445,BELLEVUE,-122.1254306,47.60049665,Bellevue - Northeast,"c(-122.125430618526, 47.6004966474937)"
School-High,Juanita High School,98034,-122.1986255,47.71549401,LAKE WASHINGTON,-122.1986243,47.71549604,Kirkland - South,"c(-122.198624272748, 47.7154960371241)"
School-Alternative,Futures School,98034,-122.2007319,47.715562,LAKE WASHINGTON,-122.2007306,47.71556402,Kirkland - South,"c(-122.200730647462, 47.7155640205968)"
School-High,Nathan Hale High School,98125,-122.294728,47.70804026,SEATTLE,-122.2947267,47.70804211,Seattle - Northgate and Lake City,"c(-122.29472667839, 47.7080421094597)"
School-Elementary,Mount View Elementary School,98146,-122.3506697,47.5061712,HIGHLINE,-122.3506675,47.50617303,North Highline and White Center,"c(-122.350667512757, 47.5061730321616)"
School-K-12,Emerson K-12,98033,-122.1956313,47.65462371,LAKE WASHINGTON,-122.1956298,47.65462575,Kirkland - South,"c(-122.195629804747, 47.6546257538709)"
School-Alternative,Emerson High School,98033,-122.1955556,47.65529639,LAKE WASHINGTON,-122.1955541,47.65529843,Kirkland - South,"c(-122.195554092514, 47.6552984293104)"
School-Alternative,Kent Laboratory Academy,98031,-122.1984751,47.41539662,KENT,-122.1984724,47.41539868,Kent - East,"c(-122.198472441709, 47.4153986834393)"
School-High,Hazen High School,98059,-122.1523502,47.50162819,RENTON,-122.152348,47.50163037,Renton - North,"c(-122.152347999718, 47.5016303719221)"
School-Junior High/Middle,Sacajawea Middle School,98003,-122.3187578,47.33428885,FEDERAL WAY,-122.3187546,47.33429067,Federal Way - North Corridor,"c(-122.3187546237, 47.3342906690508)"
School-Alternative,Washington Network for Innovative Careers,98034,-122.1668832,47.7046169,LAKE WASHINGTON,-122.166882,47.70461898,Kirkland - South,"c(-122.166881958117, 47.7046189794486)"
School-Elementary,Northgate Elementary School,98125,-122.3293446,47.71483294,SEATTLE,-122.3293433,47.71483472,"Seattle - Broadview, Haller Lake, and Licton Springs","c(-122.329343299061, 47.7148347169678)"
School-Elementary,Robert Frost Elementary School,98034,-122.1833687,47.72485005,LAKE WASHINGTON,-122.1833676,47.7248521,Kirkland - North,"c(-122.183367562823, 47.7248520978046)"
School-Elementary,Millennium Elementary School,98030,-122.1810276,47.35889336,KENT,-122.1810246,47.35889546,Kent - South,"c(-122.181024582816, 47.3588954598065)"
School-Elementary,Woodmoor Elementary School,98011,-122.1760331,47.7419501,NORTHSHORE,-122.176032,47.74195215,Bothell and Woodinville,"c(-122.176032020469, 47.7419521491638)"
School-College or University,Bastyr University,98028,-122.2513656,47.73019704,LAKE WASHINGTON,-122.2513644,47.73019898,Kenmore and Lake Forest Park,"c(-122.251364381375, 47.7301989756817)"
School-Elementary,Seahurst Elementary School,98166,-122.3539171,47.47112308,HIGHLINE,-122.3539147,47.47112489,Burien,"c(-122.353914665823, 47.4711248941488)"
School-Alternative,Big Picture School,98007,-122.1411406,47.59208659,BELLEVUE,-122.1411389,47.59208876,Bellevue - Central,"c(-122.141138874142, 47.5920887609544)"
School-Elementary,Apollo Elementary School,98059,-122.1388662,47.49734487,ISSAQUAH,-122.1388641,47.49734708,Newcastle and Four Creeks,"c(-122.138864052632, 47.4973470848391)"
School-Elementary,Moorlands Elementary School,98028,-122.2308575,47.73862931,NORTHSHORE,-122.2308564,47.73863128,Kenmore and Lake Forest Park,"c(-122.23085637588, 47.7386312817404)"
School-Alternative,The Evergreen School,98133,-122.3352768,47.73858568,SHORELINE,-122.3352756,47.73858744,Shoreline,"c(-122.335275600912, 47.7385874411302)"
School-Other Facility,Support Service Center,98052,-122.1376319,47.68678761,LAKE WASHINGTON,-122.1376305,47.68678974,Redmond - North,"c(-122.137630547977, 47.6867897434797)"
School-Alternative,St. Francis of Assisi School,98166,-122.3601881,47.46596614,HIGHLINE,-122.3601857,47.46596794,Burien,"c(-122.360185667375, 47.4659679402636)"
School-Alternative,Fircrest School,98155,-122.3091009,47.74035859,SHORELINE,-122.3090997,47.74036041,Shoreline,"c(-122.309099728001, 47.7403604055964)"
School-High,Shorecrest High School,98155,-122.304735,47.7412129,SHORELINE,-122.3047338,47.74121472,Shoreline,"c(-122.304733797949, 47.7412147192059)"
School-Alternative,Northwest School for Deaf and Hard-of-Hearing Children,98133,-122.3503184,47.74072835,SHORELINE,-122.3503172,47.74073007,Shoreline,"c(-122.350317197658, 47.7407300711051)"
School-High,Inglemoor High School,98028,-122.22279,47.74063897,NORTHSHORE,-122.2227888,47.74064095,Kenmore and Lake Forest Park,"c(-122.222788823705, 47.7406409539787)"
School-Elementary,Maple Hills Elementary School,98059,-122.066315,47.46219096,ISSAQUAH,-122.0663126,47.46219335,Newcastle and Four Creeks,"c(-122.066312630453, 47.4621933451374)"
School-Other Facility,Administration Center-Highline,98166,-122.337963,47.46227336,HIGHLINE,-122.3379606,47.46227519,Burien,"c(-122.337960568574, 47.4622751878913)"
School-K-12,Renton Christian Schools,98058,-122.2194649,47.48487908,RENTON,-122.2194626,47.4848811,Renton - South,"c(-122.219462625379, 47.4848810970057)"
School-Elementary,Jewish Day School,98008,-122.1283036,47.61276188,BELLEVUE,-122.1283019,47.61276407,Bellevue - Central,"c(-122.128301942397, 47.6127640666961)"
School-Alternative,Harbor School,98070,-122.4588186,47.46249303,VASHON ISLAND,-122.4588162,47.4624947,Vashon,"c(-122.458816200779, 47.4624947044756)"
School-Elementary,Cottage Lake Elementary School,98077,-122.0794725,47.7447181,NORTHSHORE,-122.0794716,47.74472029,Bear Creek and Greater Sammamish,"c(-122.079471557072, 47.7447202866091)"
School-Elementary,Tiffany Park Elementary School,98058,-122.1785565,47.46519617,RENTON,-122.1785541,47.46519828,Renton - South,"c(-122.178554138359, 47.4651982840127)"
School-Elementary,Evergreen Academy Elementary School,98011,-122.1827772,47.74430808,NORTHSHORE,-122.1827761,47.74431012,Bothell and Woodinville,"c(-122.182776110292, 47.7443101178379)"
School-Junior High/Middle,Tillicum Middle School,98008,-122.1250466,47.59904457,BELLEVUE,-122.1250448,47.59904676,Bellevue - Northeast,"c(-122.125044848597, 47.5990467641832)"
School-Elementary,Cascade Elementary School,98058,-122.1851713,47.45863021,RENTON,-122.1851689,47.45863231,Renton - South,"c(-122.18516885774, 47.4586323087379)"
School-Junior High/Middle,Kellogg Middle School,98155,-122.3030211,47.74572086,SHORELINE,-122.30302,47.74572268,Shoreline,"c(-122.303019992021, 47.7457226820004)"
School-College or University,Shoreline Community College,98133,-122.3592448,47.74776871,SHORELINE,-122.3592437,47.74777041,Shoreline,"c(-122.359243669273, 47.7477704114095)"
School-Elementary,Hilltop Elementary School,98168,-122.3011915,47.49283458,HIGHLINE,-122.3011892,47.49283646,Burien,"c(-122.301189190614, 47.4928364633567)"
School-Alternative,St. Matthew School,98125,-122.3138213,47.72172049,SEATTLE,-122.31382,47.7217223,Seattle - Northgate and Lake City,"c(-122.313820029089, 47.7217223012401)"
School-Junior High/Middle,Dimmit Middle School,98178,-122.2322982,47.49251977,RENTON,-122.2322959,47.49252175,Skyway,"c(-122.232295934041, 47.4925217530036)"
School-Elementary,Cherry Crest Elementary School,98005,-122.1737029,47.64036549,BELLEVUE,-122.1737014,47.64036757,Bellevue - Northeast,"c(-122.173701361825, 47.6403675713673)"
School-Elementary,Cascade View Elementary School,98168,-122.2923214,47.48148193,TUKWILA,-122.2923191,47.48148382,Tukwila,"c(-122.292319084134, 47.4814838232018)"
School-High,Chrysalis Middle and High School,98072,-122.1586199,47.74354928,NORTHSHORE,-122.1586189,47.74355135,Bothell and Woodinville,"c(-122.158618870771, 47.7435513486777)"
School-Alternative,The Center School,98109,-122.3508587,47.62140777,SEATTLE,-122.350857,47.62140955,Seattle - Queen Anne,"c(-122.350857014294, 47.6214095501389)"
School-Alternative,Explorer Community School,98053,-122.0607716,47.67020867,LAKE WASHINGTON,-122.0607703,47.67021094,Bear Creek and Greater Sammamish,"c(-122.060770298617, 47.6702109363957)"
School-High,Mount Si High School,98065,-121.8168894,47.52277849,SNOQUALMIE VALLEY,-121.8168877,47.52278119,Snoqualmie and North Bend,"c(-121.816887661847, 47.522781189232)"
School-Junior High/Middle,Sylvester Middle School,98166,-122.3398705,47.45705742,HIGHLINE,-122.339868,47.45705924,Burien,"c(-122.339868033179, 47.4570592431013)"
School-Alternative,St. Luke School,98133,-122.3536527,47.75672475,SHORELINE,-122.3536516,47.75672643,Shoreline,"c(-122.353651597536, 47.7567264308331)"
School-Other Facility,Highline School Facility Services,98148,-122.3235181,47.44336318,HIGHLINE,-122.3235156,47.44336503,Burien,"c(-122.323515576653, 47.4433650269867)"
School-Elementary,Bennett Elementary School,98008,-122.1019757,47.62473872,BELLEVUE,-122.1019742,47.62474095,Bellevue - Northeast,"c(-122.10197415934, 47.6247409528364)"
School-Alternative,Puget Sound Skills Center,98148,-122.3229313,47.44107035,HIGHLINE,-122.3229288,47.4410722,Burien,"c(-122.322928750824, 47.4410721959565)"
School-Elementary,Albert Einstein Elementary School,98052,-122.0981732,47.70222479,LAKE WASHINGTON,-122.098172,47.70222697,Redmond - North,"c(-122.098172008505, 47.7022269736784)"
School-Elementary,Ridgewood Elementary School,98058,-122.1221867,47.44042489,KENT,-122.1221842,47.44042714,Fairwood,"c(-122.122184216143, 47.4404271441657)"
School-Alternative,St. Mark Catholic Classical School,98155,-122.3138532,47.76089483,SHORELINE,-122.3138521,47.76089658,Shoreline,"c(-122.313852086819, 47.7608965835722)"
School-Alternative,Salmon Bay K-8 School ,98117,-122.3805132,47.67688863,SEATTLE,-122.3805118,47.67689033,Seattle - Ballard,"c(-122.380511783191, 47.676890325249)"
School-College or University,University of Washington-Bothell,98011,-122.1906654,47.75899339,NORTHSHORE,-122.1906644,47.75899538,Bothell and Woodinville,"c(-122.190664421833, 47.7589953766627)"
School-Elementary,Parkwood Elementary School,98133,-122.3365271,47.74077652,SHORELINE,-122.336526,47.74077828,Shoreline,"c(-122.336525982563, 47.7407782791114)"
School-Alternative,St. Philomena Catholic School,98198,-122.3108563,47.40441705,HIGHLINE,-122.3108536,47.4044189,Des Moines and Normandy Park,"c(-122.310853570653, 47.4044189044987)"
School-High,Ingraham High School,98133,-122.3379064,47.72623122,SEATTLE,-122.3379051,47.72623298,"Seattle - Broadview, Haller Lake, and Licton Springs","c(-122.337905147432, 47.7262329808529)"
School-High,Tahoma High School,98038,-122.028833,47.35766584,TAHOMA,-122.02883,47.3576683,Maple Valley,"c(-122.028829982541, 47.3576682982188)"
School-College or University,Cascadia College,98011,-122.1914462,47.75977103,NORTHSHORE,-122.1914452,47.75977301,Bothell and Woodinville,"c(-122.191445174216, 47.7597730126492)"
School-Elementary,Carriage Crest Elementary School,98058,-122.1571126,47.43802114,KENT,-122.15711,47.43802331,Fairwood,"c(-122.157110030583, 47.4380233050955)"
School-Elementary,Bow Lake Elementary School,98188,-122.282486,47.43915666,HIGHLINE,-122.2824834,47.43915856,Seatac,"c(-122.282483409225, 47.4391585583364)"
School-Junior High/Middle,Olympic Middle School,98002,-122.2175011,47.2906014,AUBURN,-122.2174977,47.29060342,Auburn - South,"c(-122.217497744551, 47.2906034173455)"
School-K-12,Seattle Christian School,98188,-122.2736966,47.43845425,HIGHLINE,-122.273694,47.43845616,Seatac,"c(-122.273694031013, 47.4384561580648)"
School-Alternative,Choice Academy,98148,-122.3250841,47.43762553,HIGHLINE,-122.3250815,47.43762737,Burien,"c(-122.325081521265, 47.4376273667198)"
School-Elementary,Lake Forest Park Elementary School,98155,-122.2878187,47.76305846,SHORELINE,-122.2878177,47.76306026,Kenmore and Lake Forest Park,"c(-122.287817654733, 47.763060257767)"
School-Elementary,Benson Hill Elementary School,98058,-122.1872785,47.43481626,RENTON,-122.1872759,47.43481835,Renton - South,"c(-122.187275937918, 47.4348183488362)"
School-Other Facility,Federal Way Memorial Field,98003,-122.317064,47.3276124,FEDERAL WAY,-122.3170608,47.32761422,Federal Way - North Corridor,"c(-122.317060789243, 47.3276142187066)"
School-Elementary,Bailey Gatzert Elementary School,98122,-122.3156093,47.60114275,SEATTLE,-122.3156075,47.60114459,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill","c(-122.315607547085, 47.6011445872092)"
School-Alternative,St. Louise School,98007,-122.1328561,47.60849572,BELLEVUE,-122.1328544,47.6084979,Bellevue - Northeast,"c(-122.132854382443, 47.6084978991887)"
School-College or University,Bellevue College-North Campus,98007,-122.1453266,47.63466929,BELLEVUE,-122.145325,47.63467143,Bellevue - Northeast,"c(-122.145325020608, 47.6346714280138)"
School-Junior High/Middle,Robinswood Middle School,98007,-122.1420676,47.59219932,BELLEVUE,-122.1420658,47.59220148,Bellevue - Central,"c(-122.142065841418, 47.5922014844083)"
School-Junior High/Middle,Highland Middle School,98007,-122.1407851,47.62586524,BELLEVUE,-122.1407835,47.62586739,Bellevue - Central,"c(-122.140783493364, 47.6258673904752)"
School-Alternative,Seattle Hebrew Academy,98112,-122.307929,47.63442066,SEATTLE,-122.3079274,47.6344225,"Montlake, Madison Park, and Madrona","c(-122.307927399804, 47.6344225017247)"
School-Elementary,Grand Ridge Elementary School,98029,-122.0047503,47.54680278,ISSAQUAH,-122.0047484,47.54680528,Issaquah,"c(-122.004748377516, 47.5468052762374)"
School-Elementary,Westhill Elementary School,98011,-122.2244716,47.77032453,NORTHSHORE,-122.2244706,47.77032642,Bothell and Woodinville,"c(-122.224470596822, 47.7703264214869)"
School-Elementary,Marvista Elementary School,98166,-122.3413131,47.42512396,HIGHLINE,-122.3413104,47.42512578,Des Moines and Normandy Park,"c(-122.341310409449, 47.4251257755842)"
School-Elementary,Kent View Christian Elementary School,98002,-122.2297046,47.35029453,AUBURN,-122.2297016,47.35029652,Auburn - North,"c(-122.229701578555, 47.350296519775)"
School-Elementary,Beacon Hill International Elementary School,98144,-122.3151063,47.5854678,SEATTLE,-122.3151045,47.58546965,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill","c(-122.315104496393, 47.5854696489992)"
School-Junior High/Middle,Pacific Middle School,98198,-122.3040144,47.39838318,HIGHLINE,-122.3040116,47.39838504,Des Moines and Normandy Park,"c(-122.304011579275, 47.3983850399731)"
School-Elementary,Talbot Hill Elementary School,98055,-122.2109932,47.45847322,RENTON,-122.2109908,47.45847526,Renton - South,"c(-122.210990792269, 47.4584752563894)"
School-Elementary,Pioneer Elementary School,98002,-122.2142712,47.28835477,AUBURN,-122.2142678,47.28835679,Auburn - South,"c(-122.214267777292, 47.2883567899443)"
School-Other Facility,Maintenance,98038,-122.0337277,47.40732552,TAHOMA,-122.033725,47.40732798,"East Highlands, Hobart, and Greater Maple Valley","c(-122.033725010799, 47.4073279789884)"
School-Elementary,Black Diamond Elementary School,98010,-122.0049868,47.30983731,ENUMCLAW,-122.0049835,47.30983981,"Enumclaw, Black Diamond, and Southeast King County","c(-122.004983518803, 47.3098398082435)"
School-Alternative,Catharine Blaine K-8 School,98199,-122.4003982,47.64277719,SEATTLE,-122.4003966,47.64277887,Magnolia and Interbay,"c(-122.400396603764, 47.6427788670055)"
School-Elementary,Pine Tree Elementary School,98030,-122.1849785,47.35204088,KENT,-122.1849754,47.35204297,Kent - South,"c(-122.184975430912, 47.3520429731975)"
School-Elementary,Valhalla Elementary School,98001,-122.2828284,47.35162101,FEDERAL WAY,-122.2828253,47.35162289,"Lakeland, Algona, Pacific, and Milton","c(-122.282825303544, 47.3516228907809)"
School-Alternative,Eagle Rock Multi-Age Program,98019,-121.9491033,47.7349002,RIVERVIEW,-121.9491024,47.73490255,"Duvall, Carnation, Skykomish, and Northeast King County","c(-121.949102353938, 47.7349025518832)"
School-Elementary,Ilalko Elementary School,98092,-122.2274764,47.26397071,AUBURN,-122.2274729,47.26397271,Auburn - South,"c(-122.227472866188, 47.2639727081678)"
School-Elementary,Dunlap Elementary School,98118,-122.2748399,47.52495988,SEATTLE,-122.2748378,47.52496179,Seattle - Rainier Valley and Rainier Beach,"c(-122.274837832545, 47.5249617877533)"
School-Alternative,St. George Parish School,98108,-122.3164112,47.55586735,SEATTLE,-122.3164093,47.5558692,"Seattle - South Beacon Hill, Georgetown, and South Park","c(-122.316409250996, 47.5558691988371)"
School-Elementary,Concordia Lutheran School,98115,-122.2891059,47.68050874,SEATTLE,-122.2891045,47.68051061,"Seattle - Laurelhurst, Sand Point, and Wedgwood","c(-122.28910446118, 47.6805106060322)"
School-Alternative,Pathfinder K-8 School,98106,-122.3579225,47.56267782,SEATTLE,-122.3579205,47.56267961,Seattle - West Seattle,"c(-122.357920533904, 47.5626796095318)"
School-High,Woodinville High School,98072,-122.1621817,47.77108856,NORTHSHORE,-122.1621808,47.77109053,Bothell and Woodinville,"c(-122.16218081185, 47.7710905310746)"
School-Elementary,North Hill Elementary School,98148,-122.3270813,47.42479409,HIGHLINE,-122.3270786,47.42479592,Des Moines and Normandy Park,"c(-122.327078608974, 47.4247959229195)"
School-Elementary,Washington Elementary School,98002,-122.2222521,47.30818254,AUBURN,-122.2222489,47.30818455,Auburn - North,"c(-122.222248855276, 47.3081845471397)"
School-K-12,Renton Prep Christian School,98057,-122.201796,47.48115601,RENTON,-122.2017937,47.48115807,Renton - North,"c(-122.201793679637, 47.4811580716669)"
School-Elementary,Springbrook Elementary School,98031,-122.2084811,47.42112576,KENT,-122.2084785,47.4211278,Kent - East,"c(-122.208478456252, 47.421127804954)"
School-Elementary,John Hay Elementary School,98109,-122.351775,47.63293125,SEATTLE,-122.3517733,47.63293302,Seattle - Queen Anne,"c(-122.351773326461, 47.6329330166291)"
School-Junior High/Middle,Morningside Academy,98121,-122.3365445,47.61717704,SEATTLE,-122.3365428,47.61717884,"Seattle - South Lake Union, Cascade, and Eastlake","c(-122.336542798432, 47.6171788372741)"
School-Elementary,Cascade Ridge Elementary School,98075,-121.9731672,47.59121742,ISSAQUAH,-121.9731656,47.59121991,Sammamish,"c(-121.973165597211, 47.5912199053879)"
School-Elementary,Madrona Elementary School ,98198,-122.2931005,47.42013105,HIGHLINE,-122.2930978,47.42013293,Seatac,"c(-122.293097831105, 47.4201329347067)"
School-Alternative,The Overlake School,98053,-122.0700732,47.69400321,LAKE WASHINGTON,-122.070072,47.69400545,Bear Creek and Greater Sammamish,"c(-122.070071963549, 47.6940054500358)"
School-Junior High/Middle,Kenmore Middle School,98028,-122.2540222,47.77619304,NORTHSHORE,-122.2540211,47.77619486,Kenmore and Lake Forest Park,"c(-122.254021148817, 47.7761948569203)"
School-College or University,North Seattle College,98103,-122.3326204,47.69938809,SEATTLE,-122.3326191,47.69938987,Seattle - Northgate and Lake City,"c(-122.332619070787, 47.6993898727416)"
School-Elementary,Shadow Lake Elementary School,98038,-122.0471346,47.39889973,TAHOMA,-122.0471319,47.39890215,"East Highlands, Hobart, and Greater Maple Valley","c(-122.047131901561, 47.3989021506309)"
School-Elementary,Rosa Parks Elementary School,98053,-122.0353034,47.68492957,LAKE WASHINGTON,-122.0353021,47.68493187,Bear Creek and Greater Sammamish,"c(-122.035302147712, 47.6849318699075)"
School-Elementary,Scenic Hill Elementary School,98030,-122.211378,47.36814681,KENT,-122.211375,47.36814885,Kent - South,"c(-122.21137503331, 47.3681488460702)"
School-Elementary,Genesee Hill Elementary School,98116,-122.3965448,47.56627802,SEATTLE,-122.3965428,47.56627976,Seattle - West Seattle,"c(-122.396542849394, 47.5662797598431)"
School-Elementary,Wing Luke Elementary School,98118,-122.2849066,47.53073793,SEATTLE,-122.2849045,47.53073983,"Seattle - South Beacon Hill, Georgetown, and South Park","c(-122.284904524998, 47.53073982822)"
School-Elementary,Arbor Heights Elementary School,98146,-122.377588,47.50969933,SEATTLE,-122.3775858,47.50970113,Seattle - West Seattle,"c(-122.377585812626, 47.5097011282493)"
School-Elementary,Wedgewood Elementary School,98115,-122.2971153,47.69054872,SEATTLE,-122.2971139,47.69055057,"Seattle - Laurelhurst, Sand Point, and Wedgwood","c(-122.297113947268, 47.690550571973)"
School-Elementary,Shorewood Elementary School,98146,-122.3679692,47.49873268,HIGHLINE,-122.3679669,47.49873449,Burien,"c(-122.367966949986, 47.4987344942103)"
School-Elementary,Horizon Elementary School,98042,-122.1519424,47.35378209,KENT,-122.1519393,47.35378426,Kent - South,"c(-122.151939337143, 47.3537842598197)"
School-Elementary,Meadow Ridge Elementary School,98030,-122.1957609,47.35335118,KENT,-122.1957579,47.35335325,Kent - South,"c(-122.195757898273, 47.35335324822)"
School-Alternative,Cascade K-8 Community School,98155,-122.2995815,47.77463541,SHORELINE,-122.2995804,47.77463713,Shoreline,"c(-122.299580445812, 47.7746371320014)"
School-High,Decatur High School,98023,-122.3678593,47.3169076,FEDERAL WAY,-122.367856,47.31690932,Federal Way - Central,"c(-122.367856035844, 47.3169093164068)"
School-Elementary,The Little School,98004,-122.18377,47.63605416,BELLEVUE,-122.1837685,47.63605623,Bellevue - Northeast,"c(-122.183768456551, 47.636056231556)"
School-Elementary,Dearborn Park International Elementary School,98108,-122.296288,47.55225915,SEATTLE,-122.296286,47.55226103,"Seattle - South Beacon Hill, Georgetown, and South Park","c(-122.296286011004, 47.5522610284543)"
School-Elementary,Arthur Jacobsen Elementary School,98092,-122.1680223,47.3400817,AUBURN,-122.1680192,47.34008384,Auburn - North,"c(-122.168019214497, 47.3400838360532)"
School-Elementary,Olympic View Elementary School,98115,-122.3212624,47.69820704,SEATTLE,-122.321261,47.69820884,Seattle - Northgate and Lake City,"c(-122.321261032524, 47.6982088388417)"
School-Alternative,Orca K-8 School,98118,-122.2759564,47.55477871,SEATTLE,-122.2759544,47.55478062,Seattle - Rainier Valley and Rainier Beach,"c(-122.275954395999, 47.5547806161887)"
School-Other Facility,Administrative Building-Issaquah,98027,-122.0424037,47.53686422,ISSAQUAH,-122.0424017,47.53686664,Issaquah,"c(-122.042401693435, 47.5368666390398)"
School-Alternative,Open Window School,98006,-122.1143263,47.54701915,ISSAQUAH,-122.1143244,47.5470214,Bellevue - South,"c(-122.114324386041, 47.5470214036114)"
School-Elementary,Martin Luther King Jr. Elementary School,98118,-122.2769118,47.5417432,SEATTLE,-122.2769097,47.54174511,Seattle - Rainier Valley and Rainier Beach,"c(-122.276909722557, 47.5417451060125)"
School-Elementary,The Perkins School,98115,-122.3180183,47.6942707,SEATTLE,-122.318017,47.69427251,Seattle - Northgate and Lake City,"c(-122.318016982655, 47.6942725110968)"
School-Other Facility,Enumclaw Administration,98022,-122.0087759,47.1885494,ENUMCLAW,-122.008774,47.18855089,"Enumclaw, Black Diamond, and Southeast King County","c(-122.008773953591, 47.1885508885018)"
School-Alternative,Career Academy at Truman Campus,98003,-122.2988361,47.31928944,FEDERAL WAY,-122.2988329,47.31929129,Federal Way - North Corridor,"c(-122.298832899494, 47.3192912904968)"
School-Elementary,The Valley School,98112,-122.2929533,47.62189632,SEATTLE,-122.2929516,47.62189819,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill","c(-122.292951629578, 47.6218981880399)"
School-Junior High/Middle,Pine Lake Middle School,98075,-122.0321451,47.58014439,ISSAQUAH,-122.0321434,47.58014679,Sammamish,"c(-122.032143379969, 47.5801467912728)"
School-Elementary,Holy Family Bilingual Catholic School,98106,-122.3594679,47.51697483,SEATTLE,-122.3594657,47.51697664,Seattle - Delridge,"c(-122.359465725052, 47.516976641253)"
School-College or University,City University,98121,-122.3443366,47.61734038,BELLEVUE,-122.3443349,47.61734217,"Seattle - South Lake Union, Cascade, and Eastlake","c(-122.344334924633, 47.6173421702012)"
School-Alternative,Kirkland Seventh-day Adventist School K-8,98033,-122.1955079,47.65704082,LAKE WASHINGTON,-122.1955065,47.65704286,Kirkland - South,"c(-122.195506459197, 47.6570428574594)"
School-High,Puget Sound Adventist Academy,98033,-122.195495,47.65654469,LAKE WASHINGTON,-122.1954935,47.65654673,Kirkland - South,"c(-122.195493459976, 47.6565467263183)"
School-Junior High/Middle,Mill Creek Middle School,98032,-122.2296611,47.38569065,KENT,-122.2296582,47.38569264,Kent - Central,"c(-122.229658222945, 47.3856926447166)"
School-Elementary,Sand Point Elementary School,98115,-122.2629317,47.67365068,SEATTLE,-122.2629302,47.6736526,"Seattle - Laurelhurst, Sand Point, and Wedgwood","c(-122.262930247623, 47.6736526004065)"
School-Elementary,Cedar Park Christian Elementary School,98005,-122.1541503,47.61616643,BELLEVUE,-122.1541487,47.61616856,Bellevue - Central,"c(-122.154148685554, 47.6161685573204)"
School-Junior High/Middle,Eckstein Middle School,98115,-122.2948731,47.68258737,SEATTLE,-122.2948716,47.68258923,Seattle - Ravenna and Bryant,"c(-122.294871644553, 47.6825892288347)"
School-High,Kent-Meridian High School,98030,-122.2076295,47.37340199,KENT,-122.2076266,47.37340403,Kent - Central,"c(-122.207626595743, 47.3734040332022)"
School-Alternative,St. Brendan Parish School,98011,-122.2054157,47.76890453,NORTHSHORE,-122.2054148,47.76890645,Bothell and Woodinville,"c(-122.205414761768, 47.7689064535777)"
School-Junior High/Middle,Redmond Middle School,98052,-122.1197893,47.69169819,LAKE WASHINGTON,-122.1197881,47.69170034,Redmond - North,"c(-122.119788064657, 47.691700343217)"
School-Alternative,Hazel Wolf K-8 School,98125,-122.3146176,47.71345403,SEATTLE,-122.3146163,47.71345584,"Seattle - Broadview, Haller Lake, and Licton Springs","c(-122.314616328314, 47.7134558382977)"
School-Elementary,Stillwater Elementary School,98014,-121.9096189,47.70055255,RIVERVIEW,-121.9096178,47.70055498,"Duvall, Carnation, Skykomish, and Northeast King County","c(-121.909617835824, 47.7005549784135)"
