FEATUREDES,NAME,ZIPCODE,LONG_CEN,LAT_CEN,DISTRICT,lat,long,HRA_name,geometry
School-Elementary,Bowman Creek Elementary School,98092,-122.1900746,47.25840358,AUBURN,-122.190071,47.25840566,Auburn - South,"c(-122.19007102711, 47.2584056585833)"
School-Elementary,Wilburton Elementary,98005,-122.1763141,47.61085106,BELLEVUE,-122.1763124,47.61085315,Bellevue - Central,"c(-122.176312401483, 47.6108531508654)"
School-Junior High/Middle,Glacier Middle School,98168,-122.2992133,47.47735298,HIGHLINE,-122.299211,47.47735486,Seatac,"c(-122.299210994755, 47.4773548646975)"
School-Alternative,International School,98005,-122.1705821,47.60403083,BELLEVUE,-122.1705803,47.60403293,Bellevue - Central,"c(-122.170580339912, 47.6040329301647)"
School-Elementary,McGilvra Elementary School,98112,-122.2848329,47.63407582,SEATTLE,-122.2848313,47.6340777,"Montlake, Madison Park, and Madrona","c(-122.284831303566, 47.6340777018024)"
School-Elementary,Gregory Heights Elementary School,98166,-122.3559603,47.45813139,HIGHLINE,-122.3559579,47.4581332,Burien,"c(-122.355957888388, 47.4581331977538)"
School-Elementary,Ben Franklin Elementary School,98033,-122.1733103,47.66213533,LAKE WASHINGTON,-122.1733089,47.66213741,Kirkland - South,"c(-122.17330888912, 47.6621374099151)"
School-Elementary,Martin Sortun Elementary School,98030,-122.1717868,47.37865879,KENT,-122.1717839,47.37866092,Kent - South,"c(-122.171783937428, 47.3786609198297)"
School-Elementary,Carl Sandburg Elementary School,98034,-122.2306435,47.71678424,LAKE WASHINGTON,-122.2306423,47.71678622,Kirkland - North,"c(-122.230642267828, 47.7167862154918)"
School-Alternative,Licton Springs K-8 School,98117,-122.3963601,47.67769743,SEATTLE,-122.3963587,47.67769909,Seattle - Ballard,"c(-122.396358683488, 47.6776990912226)"
School-Junior High/Middle,Tyee Middle School,98006,-122.1583367,47.57354158,BELLEVUE,-122.1583348,47.57354372,Bellevue - Central,"c(-122.158334830057, 47.5735437213245)"
School-Elementary,Keller Elementary School,98034,-122.1956927,47.72481045,LAKE WASHINGTON,-122.1956915,47.72481247,Kirkland - North,"c(-122.19569149857, 47.7248124738283)"
School-High,Kennedy Catholic High School,98168,-122.3319797,47.47807247,HIGHLINE,-122.3319773,47.47807431,Burien,"c(-122.331977342847, 47.4780743148139)"
School-High,Lakeside High School,98125,-122.3267542,47.73270082,SEATTLE,-122.326753,47.7327026,"Seattle - Broadview, Haller Lake, and Licton Springs","c(-122.326753040283, 47.7327026025995)"
School-Elementary,Somerset Elementary School,98006,-122.1517875,47.56291882,BELLEVUE,-122.1517856,47.56292098,Bellevue - South,"c(-122.151785597513, 47.5629209773968)"
School-Junior High/Middle,Kamiakin Middle School,98034,-122.1649421,47.72730131,LAKE WASHINGTON,-122.164941,47.72730338,Kirkland - North,"c(-122.164941001228, 47.7273033822192)"
School-College or University,Green River College - Enumclaw Campus,98022,-121.9921531,47.2043628,ENUMCLAW,-121.9921508,47.20436448,"Enumclaw, Black Diamond, and Southeast King County","c(-121.992150772556, 47.2043644762563)"
School-Alternative,The Northwest School,98122,-122.3259458,47.61339052,SEATTLE,-122.325944,47.61339234,Seattle - Capitol Hill,"c(-122.325944049027, 47.6133923400223)"
School-Junior High/Middle,Lakota Middle School,98023,-122.3541155,47.32015869,FEDERAL WAY,-122.3541123,47.32016044,Federal Way - Central,"c(-122.354112295858, 47.320160437133)"
School-High,Ballard High School,98117,-122.3754449,47.67670507,SEATTLE,-122.3754434,47.67670677,Seattle - Ballard,"c(-122.37544343783, 47.6767067728877)"
School-Alternative,Jubilee REACH,98007,-122.1518327,47.59959662,BELLEVUE,-122.151831,47.59959876,Bellevue - Central,"c(-122.151830997906, 47.5995987594652)"
School-Elementary,Alpac Elementary School,98047,-122.2490019,47.27098853,AUBURN,-122.2489984,47.27099047,"Lakeland, Algona, Pacific, and Milton","c(-122.24899842661, 47.2709904716374)"
School-K-12,Woodinville Montessori School - Main Campus,98011,-122.1832909,47.76690224,NORTHSHORE,-122.1832899,47.7669042,Bothell and Woodinville,"c(-122.18328990982, 47.7669042002545)"
School-Elementary,Cascade View Elementary School,98065,-121.8758183,47.53249075,SNOQUALMIE VALLEY,-121.8758166,47.53249338,Snoqualmie and North Bend,"c(-121.875816552132, 47.5324933801698)"
School-Junior High/Middle,Illahee Middle School,98003,-122.3359465,47.27749198,FEDERAL WAY,-122.3359431,47.27749375,Federal Way - Dash Point and Southern Rim,"c(-122.335943071953, 47.2774937472091)"
School-Alternative,Queen Anne Elementary School,98109,-122.3489724,47.63796181,SEATTLE,-122.3489708,47.63796358,Seattle - Queen Anne,"c(-122.348970768888, 47.637963582534)"
School-Elementary,Lake Dolloff Elementary School,98001,-122.2807094,47.32680535,FEDERAL WAY,-122.2807063,47.32680724,"Lakeland, Algona, Pacific, and Milton","c(-122.280706254838, 47.3268072387011)"
School-High,Newport High School,98006,-122.171793,47.56771924,BELLEVUE,-122.1717911,47.56772135,Bellevue - Central,"c(-122.171791104241, 47.5677213486466)"
School-Alternative,Seattle Waldorf School - Kinderhaus Campus,98103,-122.3397862,47.66481834,SEATTLE,-122.3397847,47.66482012,Fremont and Wallingford,"c(-122.33978474963, 47.6648201188411)"
School-Elementary,Clark Elementary School,98027,-122.0348262,47.52626897,ISSAQUAH,-122.0348242,47.52627142,Issaquah,"c(-122.034824179246, 47.5262714189641)"
School-Alternative,University Child Development School,98105,-122.3180698,47.66665266,SEATTLE,-122.3180684,47.66665448,Fremont and Wallingford,"c(-122.318068361286, 47.6666544813925)"
School-Junior High/Middle,Issaquah Middle School,98027,-122.0288112,47.52448608,ISSAQUAH,-122.0288092,47.52448855,Issaquah,"c(-122.028809211336, 47.524488548764)"
School-Elementary,Assumption St. Bridget School,98115,-122.2928424,47.67490844,SEATTLE,-122.292841,47.6749103,Seattle - Ravenna and Bryant,"c(-122.292840952196, 47.6749103029177)"
School-Elementary,Hazelwood Elementary School,98056,-122.1842225,47.53803636,RENTON,-122.1842205,47.53803845,Newcastle and Four Creeks,"c(-122.184220454472, 47.5380384495783)"
School-K-12,The Bear Creek School,98053,-122.0655231,47.68126182,LAKE WASHINGTON,-122.0655219,47.68126408,Bear Creek and Greater Sammamish,"c(-122.065521853783, 47.6812640758087)"
School-Alternative,Seattle World School,98122,-122.3092871,47.61337197,SEATTLE,-122.3092854,47.61337382,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill","c(-122.309285395896, 47.613373816469)"
School-Elementary,Kennydale Elementary School,98056,-122.1974944,47.51742857,RENTON,-122.1974923,47.51743064,Renton - North,"c(-122.197492290513, 47.5174306364012)"
School-Elementary,Horace Mann Elementary School,98052,-122.1131991,47.6917285,LAKE WASHINGTON,-122.1131979,47.69173067,Redmond - North,"c(-122.113197863462, 47.6917306710868)"
School-Junior High/Middle,Northwood Middle School,98058,-122.1140766,47.43651088,KENT,-122.1140741,47.43651314,Fairwood,"c(-122.114074052982, 47.4365131449401)"
School-Alternative,Hamlin Robinson School,98144,-122.3066131,47.58824609,SEATTLE,-122.3066113,47.58824794,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill","c(-122.306611314538, 47.5882479444118)"
School-Elementary,Briarwood Elementary School,98059,-122.1154288,47.4835214,ISSAQUAH,-122.1154265,47.48352367,"East Highlands, Hobart, and Greater Maple Valley","c(-122.115426486397, 47.4835236728435)"
School-Elementary,Covington Elementary School,98042,-122.1350828,47.37079105,KENT,-122.1350799,47.37079327,Covington,"c(-122.135079920353, 47.3707932650272)"
School-Elementary,Bellevue Christian Mack Elementary School,98072,-122.114171,47.75842215,NORTHSHORE,-122.11417,47.75842424,Bear Creek and Greater Sammamish,"c(-122.11417004526, 47.7584242413914)"
School-Elementary,Hollywood Hill Elementary School,98072,-122.139799,47.75199473,NORTHSHORE,-122.139798,47.75199682,Bear Creek and Greater Sammamish,"c(-122.139798000949, 47.7519968209531)"
School-Elementary,Gildo Rey Elementary School,98002,-122.2154324,47.27799537,AUBURN,-122.2154289,47.27799739,Auburn - South,"c(-122.215428911982, 47.2779973889233)"
School-Elementary,Bell Elementary School,98033,-122.1919389,47.70139547,LAKE WASHINGTON,-122.1919376,47.70139751,Kirkland - South,"c(-122.191937617003, 47.7013975054005)"
School-Elementary,Emerald Park Elementary School,98031,-122.1831369,47.40982103,KENT,-122.1831342,47.40982313,Kent - East,"c(-122.183134231101, 47.4098231320607)"
School-Elementary,Hazelwood Elementary School,98092,-122.1836315,47.32909081,AUBURN,-122.1836283,47.32909291,Auburn - North,"c(-122.183628345084, 47.3290929089296)"
School-Alternative,Northstar Middle School,98033,-122.1955383,47.65510192,LAKE WASHINGTON,-122.1955368,47.65510396,Kirkland - South,"c(-122.195536822621, 47.6551039593504)"
School-Other Facility,Transportation-Shoreline,98155,-122.3146209,47.74904221,SHORELINE,-122.3146198,47.74904401,Shoreline,"c(-122.314619799702, 47.7490440082951)"
School-Alternative,French Immersion School of Washington,98008,-122.1018625,47.56985335,ISSAQUAH,-122.1018606,47.56985561,Bellevue - Northeast,"c(-122.101860630591, 47.5698556096771)"
School-Elementary,Ella Baker Elementary School,98053,-122.0110631,47.68385833,LAKE WASHINGTON,-122.0110619,47.68386068,Bear Creek and Greater Sammamish,"c(-122.011061893109, 47.6838606769716)"
School-K-12,Woodinville Montessori School - Woodinville Campus,98072,-122.1511604,47.74790208,NORTHSHORE,-122.1511594,47.74790416,Bear Creek and Greater Sammamish,"c(-122.15115937123, 47.747904158704)"
School-College or University,Green River College Auburn Center,98002,-122.2251332,47.31856275,AUBURN,-122.22513,47.31856474,Auburn - North,"c(-122.225130013757, 47.3185647449295)"
School-High,Redmond High School,98052,-122.1064183,47.69491919,LAKE WASHINGTON,-122.1064171,47.69492137,Redmond - North,"c(-122.106417082215, 47.6949213661156)"
School-Junior High/Middle,Timbercrest Middle School,98077,-122.0510491,47.76636186,NORTHSHORE,-122.0510483,47.76636401,Bear Creek and Greater Sammamish,"c(-122.051048257995, 47.766364011339)"
School-Elementary,Kenmore Elementary School,98028,-122.2457929,47.76781706,NORTHSHORE,-122.2457919,47.76781893,Kenmore and Lake Forest Park,"c(-122.245791885014, 47.7678189257997)"
School-Junior High/Middle,McClure Middle School,98119,-122.3589233,47.63682533,SEATTLE,-122.3589217,47.63682709,Seattle - Queen Anne,"c(-122.358921704064, 47.6368270894819)"
School-Junior High/Middle,Leota Middle School,98072,-122.1163263,47.76756339,NORTHSHORE,-122.1163254,47.76756544,Bothell and Woodinville,"c(-122.116325414994, 47.7675654446274)"
School-Junior High/Middle,Einstein Middle School,98177,-122.362992,47.76965747,SHORELINE,-122.3629909,47.76965908,Shoreline,"c(-122.362990890983, 47.7696590808114)"
School-K-12,Kings Schools,98133,-122.3541754,47.76942704,SHORELINE,-122.3541744,47.76942866,Shoreline,"c(-122.354174358731, 47.7694286638589)"
School-Elementary,Glenridge Elementary School,98031,-122.1827987,47.42831648,KENT,-122.1827961,47.42831858,Kent - East,"c(-122.182796142928, 47.4283185820062)"
School-Elementary,Maywood Hills Elementary School,98011,-122.1977121,47.76965493,NORTHSHORE,-122.1977111,47.76965686,Bothell and Woodinville,"c(-122.197711099344, 47.7696568566187)"
School-Elementary,Heritage Christian Academy,98011,-122.2023083,47.76966845,NORTHSHORE,-122.2023073,47.76967037,Bothell and Woodinville,"c(-122.202307329069, 47.7696703702771)"
School-Elementary,Syre Elementary School,98177,-122.3727115,47.77180545,SHORELINE,-122.3727104,47.77180702,Shoreline,"c(-122.372710428785, 47.771807022969)"
School-Junior High/Middle,Cedar Heights Middle School,98042,-122.079244,47.35917579,KENT,-122.0792411,47.35917813,Covington,"c(-122.079241050089, 47.3591781336498)"
School-Elementary,Lake Youngs Elementary School,98042,-122.1522156,47.42574242,KENT,-122.152213,47.42574459,Fairwood,"c(-122.152213003077, 47.4257445942365)"
School-Alternative,Soreson Early Childhood Center,98011,-122.224423,47.77078577,NORTHSHORE,-122.224422,47.77078766,Bothell and Woodinville,"c(-122.224421957273, 47.7707876564018)"
School-Junior High/Middle,Cascade Middle School,98002,-122.2150687,47.3292708,AUBURN,-122.2150655,47.32927283,Auburn - North,"c(-122.215065498308, 47.3292728277576)"
School-Junior High/Middle,Cascade Middle School,98146,-122.3464455,47.50228728,HIGHLINE,-122.3464433,47.50228911,North Highline and White Center,"c(-122.346443309763, 47.5022891105926)"
School-Elementary,Cedar River Elementary School,98038,-122.051554,47.39827654,TAHOMA,-122.0515513,47.39827895,"East Highlands, Hobart, and Greater Maple Valley","c(-122.05155126338, 47.3982789491026)"
School-Other Facility,John Stanford Center (Administration),98134,-122.3313725,47.58046445,SEATTLE,-122.3313706,47.58046627,"Seattle - South Beacon Hill, Georgetown, and South Park","c(-122.331370617602, 47.5804662697311)"
School-Elementary,Discovery Elementary School,98075,-122.0338563,47.58923599,ISSAQUAH,-122.0338546,47.58923838,Sammamish,"c(-122.033854605356, 47.5892383807869)"
School-Junior High/Middle,Meridian Middle School,98031,-122.1803426,47.39120383,KENT,-122.1803397,47.39120594,Kent - East,"c(-122.180339737525, 47.3912059420392)"
School-Alternative,St. Alphonsus School,98107,-122.3756148,47.67142795,SEATTLE,-122.3756134,47.67142966,Seattle - Ballard,"c(-122.375613353468, 47.6714296595068)"
School-Other Facility,Administration Center-Renton,98057,-122.2207758,47.4743971,RENTON,-122.2207735,47.47439911,Renton - South,"c(-122.220773479587, 47.4743991122174)"
School-High,West Seattle High School,98116,-122.3852723,47.57697226,SEATTLE,-122.3852704,47.57697401,Seattle - West Seattle,"c(-122.385270448918, 47.5769740076029)"
School-College or University,Bellevue College,98007,-122.1489431,47.58406708,BELLEVUE,-122.1489413,47.58406924,Bellevue - Central,"c(-122.148941300986, 47.5840692375593)"
School-College or University,Renton Technical College,98056,-122.1767564,47.49391155,RENTON,-122.1767542,47.49391368,Renton - North,"c(-122.176754181618, 47.4939136773278)"
School-Elementary,Alki Elementary School,98116,-122.4078284,47.57713933,SEATTLE,-122.4078265,47.57714105,Seattle - West Seattle,"c(-122.407826505764, 47.5771410476857)"
School-Elementary,Lake Grove Elementary School,98023,-122.3385359,47.32553564,FEDERAL WAY,-122.3385327,47.32553741,Federal Way - Central,"c(-122.338532734295, 47.3255374122399)"
School-Elementary,John James Audubon Elementary School,98052,-122.1015247,47.63735083,LAKE WASHINGTON,-122.1015232,47.63735305,Redmond - South,"c(-122.101523198366, 47.6373530529062)"
School-Alternative,St. Vincent de Paul School,98003,-122.3246126,47.32729384,FEDERAL WAY,-122.3246094,47.32729564,Federal Way - Central,"c(-122.324609364687, 47.3272956438926)"
School-High,Federal Way High School,98003,-122.3142691,47.32715467,FEDERAL WAY,-122.3142659,47.32715649,Federal Way - North Corridor,"c(-122.314265867353, 47.3271564914664)"
School-Junior High/Middle,Rainier Middle School,98092,-122.185552,47.3274063,AUBURN,-122.1855488,47.32740839,Auburn - North,"c(-122.185548819773, 47.3274083911996)"
School-Elementary,Lea Hill Elementary School,98092,-122.1754043,47.3249963,AUBURN,-122.1754011,47.32499842,Auburn - North,"c(-122.175401091577, 47.3249984155346)"
School-Elementary,Sawyer Woods Elementary School,98010,-122.0401844,47.32350821,KENT,-122.0401812,47.32351064,"Enumclaw, Black Diamond, and Southeast King County","c(-122.040181249946, 47.3235106364277)"
School-Elementary,Blackwell Elementary School,98074,-122.067039,47.63873045,LAKE WASHINGTON,-122.0670375,47.63873274,Sammamish,"c(-122.067037506914, 47.6387327375383)"
School-Alternative,Riverview Learning Center,98014,-121.907976,47.6523406,RIVERVIEW,-121.9079747,47.65234308,"Duvall, Carnation, Skykomish, and Northeast King County","c(-121.907974686385, 47.6523430774265)"
School-Elementary,Southwood Elementary School,98022,-122.0118546,47.18737949,ENUMCLAW,-122.0118526,47.18738096,"Enumclaw, Black Diamond, and Southeast King County","c(-122.011852598767, 47.1873809567663)"
School-Elementary,Green Gables Elementary School,98023,-122.3939112,47.30920817,FEDERAL WAY,-122.3939079,47.30920983,Federal Way - Dash Point and Southern Rim,"c(-122.393907887608, 47.3092098332788)"
School-Alternative,Two Rivers High School,98065,-121.8152835,47.52369167,SNOQUALMIE VALLEY,-121.8152818,47.52369436,Snoqualmie and North Bend,"c(-121.815281787714, 47.52369436358)"
School-Elementary,John Muir Elementary School,98144,-122.2905807,47.57324008,SEATTLE,-122.2905788,47.57324196,Seattle - Rainier Valley and Rainier Beach,"c(-122.29057882522, 47.5732419642238)"
School-Other Facility,Echo Glen Childrens Center,98065,-121.901419,47.51800409,ISSAQUAH,-121.9014171,47.51800671,"Duvall, Carnation, Skykomish, and Northeast King County","c(-121.901417134106, 47.5180067109164)"
School-College or University,Seattle Pacific University,98119,-122.3626548,47.64962717,SEATTLE,-122.3626532,47.64962891,Seattle - Queen Anne,"c(-122.362653222907, 47.6496289124442)"
School-Elementary,Bryant Elementary School,98115,-122.2920082,47.67151359,SEATTLE,-122.2920068,47.67151545,Seattle - Ravenna and Bryant,"c(-122.292006778105, 47.6715154514399)"
School-Alternative,Gibson Ek,98027,-122.0341919,47.526642,ISSAQUAH,-122.0341899,47.52664445,Issaquah,"c(-122.034189922824, 47.5266444529167)"
School-Elementary,Nautilus K-8 School,98003,-122.322252,47.34198906,FEDERAL WAY,-122.3222489,47.34199088,Federal Way - North Corridor,"c(-122.322248930619, 47.3419908752307)"
School-Elementary,Enatai Elementary School,98004,-122.1980048,47.58894532,BELLEVUE,-122.198003,47.58894737,Bellevue - West,"c(-122.198003013409, 47.5889473747493)"
School-Elementary,Star Lake Elementary School,98032,-122.2821652,47.36234175,FEDERAL WAY,-122.2821622,47.36234364,Kent - West,"c(-122.282162196497, 47.3623436352117)"
School-Elementary,Lawton Elementary School,98199,-122.3904745,47.65671242,SEATTLE,-122.390473,47.65671411,Magnolia and Interbay,"c(-122.390472989456, 47.6567141056342)"
School-Elementary,Hazel Valley Elementary School,98146,-122.3406559,47.48565443,HIGHLINE,-122.3406536,47.48565626,Burien,"c(-122.340653568292, 47.4856562618972)"
School-Elementary,Northwood Elementary School,98040,-122.2232395,47.57372111,MERCER ISLAND,-122.2232376,47.57372311,Mercer Island and Point Cities,"c(-122.223237614328, 47.5737231067929)"
School-High,Lincoln High School,98103,-122.339899,47.6599177,SEATTLE,-122.3398975,47.65991948,Fremont and Wallingford,"c(-122.339897523777, 47.6599194814578)"
School-Elementary,Lowell Elementary School,98102,-122.3183371,47.62442515,SEATTLE,-122.3183354,47.62442698,Seattle - Capitol Hill,"c(-122.318335416378, 47.6244269810969)"
School-Elementary,Terminal Park Elementary School,98002,-122.2247188,47.29800166,AUBURN,-122.2247155,47.29800366,Auburn - South,"c(-122.224715453223, 47.2980036598567)"
School-College or University,Lake Washington Institute of Technology Kirkland Campus,98034,-122.1668832,47.7046169,LAKE WASHINGTON,-122.166882,47.70461898,Kirkland - South,"c(-122.166881958117, 47.7046189794486)"
School-Alternative,St. John Catholic School,98103,-122.356976,47.68640801,SEATTLE,-122.3569746,47.68640974,Green Lake and Phinney Ridge,"c(-122.356974616451, 47.6864097442498)"
School-Junior High/Middle,McKnight Middle School,98056,-122.1837293,47.50572053,RENTON,-122.1837271,47.50572263,Renton - North,"c(-122.183727144683, 47.505722633023)"
School-High,Seattle Academy - Upper School,98122,-122.3163524,47.61270979,SEATTLE,-122.3163507,47.61271162,"Seattle - Downtown, Belltown, and First Hill","c(-122.31635067603, 47.6127116224759)"
School-Elementary,Beverly Park Elementary School,98168,-122.3174338,47.50943465,HIGHLINE,-122.3174316,47.50943651,North Highline and White Center,"c(-122.317431583262, 47.5094365105297)"
School-High,Lake Washington High School,98033,-122.180868,47.67342235,LAKE WASHINGTON,-122.1808666,47.67342442,Kirkland - South,"c(-122.180866566695, 47.6734244151186)"
School-Elementary,Opstad Elementary School,98045,-121.7669531,47.48021026,SNOQUALMIE VALLEY,-121.7669514,47.4802128,Snoqualmie and North Bend,"c(-121.766951436202, 47.4802127988155)"
School-Elementary,Stevenson Elementary School,98007,-122.1500557,47.61797142,BELLEVUE,-122.1500541,47.61797356,Bellevue - Central,"c(-122.150054103432, 47.6179735577748)"
School-Elementary,Lake Hills Elementary School,98007,-122.1490181,47.60115095,BELLEVUE,-122.1490164,47.60115309,Bellevue - Central,"c(-122.149016406257, 47.601153093295)"
School-Junior High/Middle,Seattle Academy - Middle School,98122,-122.3157328,47.61201679,SEATTLE,-122.315731,47.61201862,"Seattle - Downtown, Belltown, and First Hill","c(-122.31573103566, 47.6120186223869)"
School-Alternative,McDonald International Elementary School,98105,-122.3265962,47.66827691,SEATTLE,-122.3265947,47.66827871,Fremont and Wallingford,"c(-122.326594703626, 47.668278714327)"
School-Elementary,Greenwood Elementary School,98117,-122.3600472,47.68728,SEATTLE,-122.3600458,47.68728173,Green Lake and Phinney Ridge,"c(-122.360045828636, 47.6872817319623)"
School-Junior High/Middle,Maywood Middle School,98059,-122.1149215,47.47143274,ISSAQUAH,-122.1149192,47.47143501,"East Highlands, Hobart, and Greater Maple Valley","c(-122.114919152939, 47.4714350108305)"
School-Elementary,Eastside Christian School,98007,-122.1448608,47.59045073,BELLEVUE,-122.144859,47.59045289,Bellevue - Central,"c(-122.144859045558, 47.5904528910798)"
School-Alternative,Bright Water Waldorf School,98144,-122.3119031,47.59777646,SEATTLE,-122.3119013,47.5977783,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill","c(-122.311901266913, 47.5977783040421)"
School-Junior High/Middle,Mercer International Middle School,98108,-122.3120848,47.56413051,SEATTLE,-122.3120829,47.56413236,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill","c(-122.31208289812, 47.5641323631956)"
School-Elementary,Sacred Heart School,98004,-122.2122575,47.62416922,BELLEVUE,-122.2122559,47.62417123,Mercer Island and Point Cities,"c(-122.212255892715, 47.6241712311253)"
School-K-12,Muckleshoot Tribal School,98092,-122.1380975,47.2642549,AUBURN,-122.138094,47.2642571,"Enumclaw, Black Diamond, and Southeast King County","c(-122.138094005145, 47.2642570953356)"
School-College or University,Muckleshoot Tribal College,98092,-122.1164701,47.24447619,AUBURN,-122.1164666,47.24447836,"Enumclaw, Black Diamond, and Southeast King County","c(-122.116466565023, 47.244478360683)"
School-High,Shorewood High School,98133,-122.3482876,47.75513443,SHORELINE,-122.3482865,47.75513613,Shoreline,"c(-122.348286470893, 47.755136132087)"
School-Elementary,Laura Ingalls Wilder Elementary School,98077,-122.041788,47.71951213,LAKE WASHINGTON,-122.0417869,47.71951439,Bear Creek and Greater Sammamish,"c(-122.041786879529, 47.7195143913004)"
School-Elementary,East Ridge Elementary School,98077,-122.0430502,47.74143329,NORTHSHORE,-122.0430492,47.74143553,Bear Creek and Greater Sammamish,"c(-122.04304923381, 47.7414355288868)"
School-Elementary,Bertschi School,98102,-122.3203485,47.63931538,SEATTLE,-122.3203469,47.6393172,Seattle - Capitol Hill,"c(-122.320346917787, 47.6393171991224)"
School-Elementary,Midway Elementary School,98198,-122.3034151,47.39990727,HIGHLINE,-122.3034124,47.39990913,Des Moines and Normandy Park,"c(-122.303412366376, 47.3999091315157)"
School-High,Mount Rainier High School,98198,-122.3077178,47.39988239,HIGHLINE,-122.307715,47.39988424,Des Moines and Normandy Park,"c(-122.307714989213, 47.3998842449669)"
School-High,Highline High School,98148,-122.3299493,47.46594668,HIGHLINE,-122.3299469,47.46594852,Burien,"c(-122.329946933174, 47.4659485244025)"
School-High,Enumclaw High School,98022,-122.0065147,47.19120223,ENUMCLAW,-122.0065126,47.19120376,"Enumclaw, Black Diamond, and Southeast King County","c(-122.006512630395, 47.1912037621563)"
School-K-12,Holy Innocents School of the Northwest,98003,-122.3000061,47.33571514,FEDERAL WAY,-122.300003,47.33571699,Federal Way - North Corridor,"c(-122.300002984639, 47.335716991854)"
School-Other Facility,Aldercrest Learning Center,98155,-122.3006928,47.77308288,SHORELINE,-122.3006917,47.77308461,Shoreline,"c(-122.300691733899, 47.7730846088117)"
School-High,Kentwood High School,98042,-122.1193132,47.37002169,KENT,-122.1193103,47.37002394,Covington,"c(-122.119310297828, 47.3700239381195)"
School-High,Chief Sealth International High School,98126,-122.3661931,47.52888891,SEATTLE,-122.366191,47.52889071,Seattle - Delridge,"c(-122.366191029087, 47.5288907113304)"
School-Junior High/Middle,Denny International Middle School,98126,-122.366055,47.53135038,SEATTLE,-122.3660529,47.53135218,Seattle - Delridge,"c(-122.366052898593, 47.5313521804952)"
School-Elementary,Our Lady of Fatima Parish School,98199,-122.399137,47.64823635,SEATTLE,-122.3991354,47.64823803,Magnolia and Interbay,"c(-122.399135418246, 47.6482380297339)"
School-Elementary,Sherwood Forest Elementary School,98023,-122.3498521,47.2920062,FEDERAL WAY,-122.3498487,47.29200794,Federal Way - Dash Point and Southern Rim,"c(-122.349848676287, 47.2920079404691)"
School-Alternative,Interagency Academy,98118,-122.2871155,47.55817901,SEATTLE,-122.2871135,47.5581809,Seattle - Rainier Valley and Rainier Beach,"c(-122.287113508854, 47.5581809019409)"
School-Elementary,Epiphany School,98122,-122.2867814,47.61810527,SEATTLE,-122.2867797,47.61810715,"Montlake, Madison Park, and Madrona","c(-122.286779700529, 47.6181071481748)"
School-Alternative,Cascadia Elementary School,98103,-122.3398959,47.65991966,SEATTLE,-122.3398944,47.65992144,Fremont and Wallingford,"c(-122.33989443123, 47.6599214367307)"
School-Elementary,Glacier Park Elementary School,98038,-122.0255824,47.35160742,TAHOMA,-122.0255794,47.35160988,Maple Valley,"c(-122.025579351577, 47.3516098801445)"
School-Elementary,Christa McAuliffe Elementary School,98074,-122.0208959,47.62871711,LAKE WASHINGTON,-122.0208944,47.62871949,Sammamish,"c(-122.020894353226, 47.6287194904844)"
School-High,Seattle Preparatory School,98102,-122.3175086,47.64102231,SEATTLE,-122.317507,47.64102413,"Montlake, Madison Park, and Madrona","c(-122.317506999722, 47.6410241326585)"
School-Elementary,Green Lake Elementary School,98103,-122.3289109,47.67635191,SEATTLE,-122.3289095,47.67635371,Green Lake and Phinney Ridge,"c(-122.328909495727, 47.6763537054301)"
School-K-12,Shoreline Christian School,98155,-122.3029815,47.73642333,SHORELINE,-122.3029803,47.73642516,Shoreline,"c(-122.302980303367, 47.7364251564714)"
School-Elementary,Thurgood Marshall Elementary School,98144,-122.2998479,47.59095759,SEATTLE,-122.2998461,47.59095946,Seattle - Rainier Valley and Rainier Beach,"c(-122.299846115747, 47.590959456514)"
School-Junior High/Middle,Nelson Middle School,98055,-122.1986614,47.45781613,RENTON,-122.1986589,47.4578182,Renton - South,"c(-122.198658930709, 47.4578181992297)"
School-Elementary,Wildwood Elementary School,98003,-122.3014909,47.3325673,FEDERAL WAY,-122.3014877,47.33256915,Federal Way - North Corridor,"c(-122.301487700569, 47.332569151873)"
School-Elementary,Montlake Elementary School,98112,-122.3042224,47.64063259,SEATTLE,-122.3042208,47.64063444,"Montlake, Madison Park, and Madrona","c(-122.304220841346, 47.6406344425853)"
School-Alternative,Nova High School,98122,-122.3008691,47.60834783,SEATTLE,-122.3008674,47.60834969,"Seattle - Central District, Chinatown-International District, Judkins, and North Beacon Hill","c(-122.300867371047, 47.6083496871426)"
School-Elementary,Bellevue Montessori School,98004,-122.1913879,47.63214681,BELLEVUE,-122.1913863,47.63214887,Bellevue - West,"c(-122.191386303337, 47.6321488683405)"
School-Junior High/Middle,Inglewood Middle School,98074,-122.0172642,47.61866779,LAKE WASHINGTON,-122.0172627,47.61867019,Sammamish,"c(-122.017262675506, 47.6186701894471)"
School-Elementary,Lake Wilderness Elementary School,98038,-122.0450451,47.38424175,TAHOMA,-122.0450423,47.38424417,Maple Valley,"c(-122.045042296275, 47.3842441740026)"
School-Elementary,Tahoma Elementary School,98038,-122.0151233,47.40760597,TAHOMA,-122.0151206,47.40760847,"East Highlands, Hobart, and Greater Maple Valley","c(-122.015120639968, 47.407608469319)"
