"hra_name","year","bedrooms","n","mean","sd","min","Q_25","Q_50","Q_75","max"
"Des Moines and Normandy Park","2022","0",2,1575,883.883476483184,950,1262.5,1575,1887.5,2200
"Des Moines and Normandy Park","2022","1",217,1569.49769585253,86.8964434992277,1330,1525,1575,1600,1880
"Des Moines and Normandy Park","2022","2",79,1872.3164556962,132.23314145893,1600,1850,1850,1895,2295
"Des Moines and Normandy Park","2022","3",19,2245.31578947368,394.153107960117,1599,1969.5,2200,2635,2750
"Des Moines and Normandy Park","2022","4+",4,2948.75,1242.91575874366,1800,2025,2750,3673.75,4495
"Duvall, Carnation, Skykomish, and Northeast King County","2017","1",3,1019.33333333333,56.5361241449512,975,987.5,1000,1041.5,1083
"Duvall, Carnation, Skykomish, and Northeast King County","2017","2",3,1421.33333333333,210.69013582352,1189,1332,1475,1537.5,1600
"Duvall, Carnation, Skykomish, and Northeast King County","2017","3",1,1650,NA,1650,1650,1650,1650,1650
"Duvall, Carnation, Skykomish, and Northeast King County","2017","4+",1,2595,NA,2595,2595,2595,2595,2595
"Duvall, Carnation, Skykomish, and Northeast King County","2018","1",9,1299.44444444444,279.960314647948,1050,1150,1200,1300,1900
"Duvall, Carnation, Skykomish, and Northeast King County","2018","2",11,1920,535.560454103923,1150,1450,1945,2300,2650
"Duvall, Carnation, Skykomish, and Northeast King County","2018","3",8,2167.25,806.660974989759,825,1978.25,2275,2587.5,3300
"Duvall, Carnation, Skykomish, and Northeast King County","2018","4+",4,1975,1231.19183449751,200,1625,2400,2750,2900
"Duvall, Carnation, Skykomish, and Northeast King County","2019","0",2,1312.5,17.6776695296637,1300,1306.25,1312.5,1318.75,1325
"Duvall, Carnation, Skykomish, and Northeast King County","2019","1",10,1232.22222222222,245.752811671493,880,1100,1100,1460,1550
"Duvall, Carnation, Skykomish, and Northeast King County","2019","2",5,1878,123.622408971836,1700,1800,1945,1950,1995
"Duvall, Carnation, Skykomish, and Northeast King County","2019","3",8,2543.75,672.64801876082,2200,2300,2300,2337.5,4200
"Duvall, Carnation, Skykomish, and Northeast King County","2019","4+",4,5375,3005.20382004283,3250,4312.5,5375,6437.5,7500
"Duvall, Carnation, Skykomish, and Northeast King County","2020","1",1,5e+05,NA,5e+05,5e+05,5e+05,5e+05,5e+05
"Duvall, Carnation, Skykomish, and Northeast King County","2020","2",2,1145,1053.58910396796,400,772.5,1145,1517.5,1890
"Duvall, Carnation, Skykomish, and Northeast King County","2020","3",1,1500,NA,1500,1500,1500,1500,1500
"Duvall, Carnation, Skykomish, and Northeast King County","2020","4+",1,3500,NA,3500,3500,3500,3500,3500
"Duvall, Carnation, Skykomish, and Northeast King County","2021","1",4,1785,368.193789554722,1400,1505,1820,2100,2100
"Duvall, Carnation, Skykomish, and Northeast King County","2021","2",1,1675,NA,1675,1675,1675,1675,1675
"Duvall, Carnation, Skykomish, and Northeast King County","2021","3",1,2495,NA,2495,2495,2495,2495,2495
"Duvall, Carnation, Skykomish, and Northeast King County","2022","1",1,1400,NA,1400,1400,1400,1400,1400
"Duvall, Carnation, Skykomish, and Northeast King County","2022","2",110,3155.40909090909,446.277740801562,2460,2787.5,2912.5,3570,3920
"Duvall, Carnation, Skykomish, and Northeast King County","2022","3",59,3350.25423728814,436.73398331251,2605,3072.5,3220,3360,4350
"Duvall, Carnation, Skykomish, and Northeast King County","2022","4+",6,3591.66666666667,179.684909401615,3415,3457.5,3530,3752.5,3815
"East Highlands, Hobart, and Greater Maple Valley","2017","1",11,1121.72727272727,218.582749049,790,921.5,1210,1216.5,1425
"East Highlands, Hobart, and Greater Maple Valley","2017","2",18,1424.11111111111,377.733315338136,650,1223,1375,1550,2500
"East Highlands, Hobart, and Greater Maple Valley","2017","3",16,1987.4375,562.673732429964,1100,1625,1897.5,2061.75,3200
"East Highlands, Hobart, and Greater Maple Valley","2017","4+",9,3200,828.594442414382,2650,2650,2840,3000,4695
"East Highlands, Hobart, and Greater Maple Valley","2018","1",24,1407.66666666667,212.017773386771,700,1399,1449,1499,1685
"East Highlands, Hobart, and Greater Maple Valley","2018","2",33,1674.33333333333,215.238772452053,1050,1600,1699,1765,2025
"East Highlands, Hobart, and Greater Maple Valley","2018","3",67,2242.71641791045,511.888269235498,800,2046,2320,2560,2995
"East Highlands, Hobart, and Greater Maple Valley","2018","4+",85,2807.62352941176,457.139240444377,1395,2500,2890,3000,4500
"East Highlands, Hobart, and Greater Maple Valley","2019","0",4,1473.5,443.928297513611,999,1146,1497.5,1825,1900
"East Highlands, Hobart, and Greater Maple Valley","2019","1",43,1355.125,531.897868907855,200,1293.75,1562,1668.75,2195
"East Highlands, Hobart, and Greater Maple Valley","2019","2",82,1515.38461538462,721.496176889894,200,1350,1899.5,1990,2300
"East Highlands, Hobart, and Greater Maple Valley","2019","3",59,3484.8679245283,9344.43614390966,200,1100,2130,2350,50000
"East Highlands, Hobart, and Greater Maple Valley","2019","4+",27,2561.85185185185,566.378760446488,45,2500,2575,2690,3450
"East Highlands, Hobart, and Greater Maple Valley","2020","1",16,1556.66666666667,108.3780859944,1395,1471.5,1588,1636.5,1699
"East Highlands, Hobart, and Greater Maple Valley","2020","2",29,1577.81481481481,518.075286854143,200,1650,1750,1850,2119
"East Highlands, Hobart, and Greater Maple Valley","2020","3",18,4706,12116.101386172,200,968.75,2188,2266.5,50000
"East Highlands, Hobart, and Greater Maple Valley","2020","4+",3,4450,2901.2928152808,2750,2775,2800,5300,7800
"East Highlands, Hobart, and Greater Maple Valley","2021","1",7,1507.14285714286,113.389341902768,1250,1550,1550,1550,1550
"East Highlands, Hobart, and Greater Maple Valley","2021","2",2,2222.5,38.8908729652601,2195,2208.75,2222.5,2236.25,2250
"East Highlands, Hobart, and Greater Maple Valley","2021","3",13,2420.76923076923,333.67178330563,2000,2100,2400,2600,3000
"East Highlands, Hobart, and Greater Maple Valley","2021","4+",4,2175,830.160627027485,1500,1500,2000,2675,3200
"East Highlands, Hobart, and Greater Maple Valley","2022","1",3,1390,98.36157786453,1300,1337.5,1375,1435,1495
"East Highlands, Hobart, and Greater Maple Valley","2022","2",3,1516.66666666667,529.937103186155,950,1275,1600,1800,2000
"East Highlands, Hobart, and Greater Maple Valley","2022","3",5,2040,992.093745570448,950,1050,2500,2500,3200
"East Highlands, Hobart, and Greater Maple Valley","2022","4+",1,2885,NA,2885,2885,2885,2885,2885
"Enumclaw, Black Diamond, and Southeast King County","2017","1",23,1193.21739130435,169.109957913816,600,1140,1200,1300,1420
"Enumclaw, Black Diamond, and Southeast King County","2017","2",48,1435.95833333333,190.841692034104,1125,1301,1414,1494.75,1886
"Enumclaw, Black Diamond, and Southeast King County","2017","3",19,1760.63157894737,425.521145907034,700,1555,1800,1900,2780
"Enumclaw, Black Diamond, and Southeast King County","2017","4+",8,2483.125,430.024397148414,1800,2098.75,2605,2852.5,2950
"Enumclaw, Black Diamond, and Southeast King County","2018","0",1,850,NA,850,850,850,850,850
"Enumclaw, Black Diamond, and Southeast King County","2018","1",88,1294.27272727273,184.551941246262,650,1293.75,1331.5,1385.5,1549
"Enumclaw, Black Diamond, and Southeast King County","2018","2",167,1521.30538922156,257.637896462599,40,1452.5,1550,1656,2310
"Enumclaw, Black Diamond, and Southeast King County","2018","3",201,1980.85074626866,505.459521239773,800,1695,1853,2495,2899
"Enumclaw, Black Diamond, and Southeast King County","2018","4+",103,2402.86274509804,436.685106185987,1000,2195,2275,2571.25,3500
"Enumclaw, Black Diamond, and Southeast King County","2019","0",3,1450,777.817459305202,900,1175,1450,1725,2000
"Enumclaw, Black Diamond, and Southeast King County","2019","1",60,1284.16949152542,587.699699076462,45,1195,1250,1417.5,3800
"Enumclaw, Black Diamond, and Southeast King County","2019","2",91,1353.30681818182,456.520079450492,45,1250,1516,1642,2300
"Enumclaw, Black Diamond, and Southeast King County","2019","3",124,7278.88333333333,37749.9195805662,45,1509,1805,2300,394900
"Enumclaw, Black Diamond, and Southeast King County","2019","4+",57,33355.4897959184,105794.454388987,40,1739,2440,3000,447900
"Enumclaw, Black Diamond, and Southeast King County","2020","0",2,1750,NA,1750,1750,1750,1750,1750
"Enumclaw, Black Diamond, and Southeast King County","2020","1",7,764.285714285714,309.184796028586,500,525,700,950,1200
"Enumclaw, Black Diamond, and Southeast King County","2020","2",48,1010.5,407.837264166178,45,500,1195,1295,1650
"Enumclaw, Black Diamond, and Southeast King County","2020","3",22,4662.52380952381,14999.9070717756,45,500,1639,2350,70000
"Enumclaw, Black Diamond, and Southeast King County","2020","4+",15,71704,155065.851394082,50,1785,2700,50000,469950
"Enumclaw, Black Diamond, and Southeast King County","2021","1",6,1521,350.037140886507,900,1407,1650,1762.5,1800
"Enumclaw, Black Diamond, and Southeast King County","2021","2",5,1540.4,205.334604974417,1300,1349,1600,1700,1753
"Enumclaw, Black Diamond, and Southeast King County","2021","3",5,1692.6,923.670016835017,700,700,2083,2395,2585
"Enumclaw, Black Diamond, and Southeast King County","2021","4+",1,1125,NA,1125,1125,1125,1125,1125
"Enumclaw, Black Diamond, and Southeast King County","2022","0",1,775,NA,775,775,775,775,775
"Enumclaw, Black Diamond, and Southeast King County","2022","1",5,1387.4,139.081990207216,1225,1250,1450,1500,1512
"Enumclaw, Black Diamond, and Southeast King County","2022","2",10,1142,411.772590960917,800,800,900,1525,1795
"Enumclaw, Black Diamond, and Southeast King County","2022","3",8,1520,753.899386996889,890,972.5,1272.5,1771.25,2960
"Enumclaw, Black Diamond, and Southeast King County","2022","4+",3,2888.33333333333,1096.24738692201,1670,2435,3200,3497.5,3795
"Fairwood","2017","0",1,1500,NA,1500,1500,1500,1500,1500
"Fairwood","2017","1",82,1416.18292682927,101.6575136194,1150,1357,1399,1460.5,1899
"Fairwood","2017","2",202,1642.28217821782,185.963979230794,1249,1525,1635,1727,3316
"Fairwood","2017","3",115,2012.81739130435,202.879213162625,1320,1899,1985,2105,2795
"Fairwood","2017","4+",10,2478,242.271656525388,2195,2362.5,2447.5,2498.75,2995
"Fairwood","2018","0",2,1187.5,123.743686707646,1100,1143.75,1187.5,1231.25,1275
"Fairwood","2018","1",333,1419.15615615616,108.267126693793,324,1375,1425,1462,1699
"Fairwood","2018","2",519,1688.82046332046,188.036018109709,446,1603.75,1675,1791.5,2221
"Fairwood","2018","3",234,2080.28632478632,201.857041754178,1450,1961.5,2063,2196.5,2634
"Fairwood","2018","4+",42,2593.38095238095,254.183911945178,1550,2495,2597.5,2699.75,3100
"Fairwood","2019","0",1,1175,NA,1175,1175,1175,1175,1175
"Fairwood","2019","1",149,1507.85714285714,259.485596694258,300,1450,1533,1599,2199
"Fairwood","2019","2",294,1723.71705426357,295.861469482531,100,1660.75,1728.5,1837.5,2495
"Fairwood","2019","3",106,2228.65934065934,211.487862524344,1799,2110.5,2225,2322,3037
"Fairwood","2019","4+",10,2413.625,987.074745686176,10,2574.25,2675,2950,2950
"Fairwood","2020","1",49,1415.575,226.547316334715,500,1335.25,1408,1601.75,1750
"Fairwood","2020","2",41,1742.46666666667,290.699955912993,500,1646.5,1725,1906,2226
"Fairwood","2020","3",32,1954.57142857143,305.920017558278,1255,1826,1995,2029,2500
"Fairwood","2020","4+",3,2916.66666666667,28.8675134594813,2900,2900,2900,2925,2950
"Fairwood","2021","1",103,1664.47572815534,214.25698536489,1300,1504.5,1659,1759,3046
"Fairwood","2021","2",133,2006.12030075188,187.415881639785,1643,1879,1998,2140,2393
"Fairwood","2021","3",57,2568.0701754386,362.986415509743,1879,2335,2614,2850,3123
"Fairwood","2021","4+",3,2245,919.238815542512,1595,1920,2245,2570,2895
"Fairwood","2022","1",81,1944.79012345679,139.588029218965,1495,1849,1969,2012,2169
"Fairwood","2022","2",149,2223.61744966443,172.127568866007,1134,2169,2279,2329,2479
"Fairwood","2022","3",6,2181.83333333333,936.877882472773,1000,1387.5,2550,2880.75,3000
"Fairwood","2022","4+",2,2750,777.817459305202,2200,2475,2750,3025,3300
"Federal Way - Central","2017","0",5,913,77.9903840226473,865,865,885,900,1050
"Federal Way - Central","2017","1",265,1172.96603773585,97.0388217833699,870,1120,1180,1218,1600
"Federal Way - Central","2017","2",376,1447.81914893617,689.166433119756,999,1334.75,1395,1480.5,14555
"Federal Way - Central","2017","3",215,1789.44651162791,1041.26205580276,900,1665,1750,1800,16770
"Federal Way - Central","2017","4+",14,2049.28571428571,419.632885081422,800,1962.5,2072.5,2273.75,2500
"Federal Way - Central","2018","1",773,1230.92884864166,140.810666835496,334,1150,1215,1290,1738
"Federal Way - Central","2018","2",1144,1479.56730769231,371.106457050852,750,1374.75,1445,1565,12955
"Federal Way - Central","2018","3",591,1758.7,506.811722507784,570,1586.25,1775,1903,11865
"Federal Way - Central","2018","4+",75,2256.86486486487,642.562577824016,850,1950,2290,2500,3995
"Federal Way - Central","2019","0",5,726,434.675166072321,250,250,1025,1050,1055
"Federal Way - Central","2019","1",861,1222.41504854369,252.091571564191,45,1180,1235,1333.25,1975
"Federal Way - Central","2019","2",1077,1474.13756097561,300.33923463841,25,1395,1490,1606,2430
"Federal Way - Central","2019","3",628,1925.20454545455,3201.78970887756,50,1675.25,1772.5,1897.75,60000
"Federal Way - Central","2019","4+",52,3570.70454545455,7968.52238813517,47,2000,2500,2820,55000
"Federal Way - Central","2020","0",3,508.333333333333,447.44645862196,250,250,250,637.5,1025
"Federal Way - Central","2020","1",108,1188.66666666667,490.796638487752,250,1241,1335,1412.5,2090
"Federal Way - Central","2020","2",152,1500.46428571429,418.581046203114,100,1445,1582.5,1715,2460
"Federal Way - Central","2020","3",84,7350.44303797468,45065.9694319301,50,1652,1952,2175,399900
"Federal Way - Central","2020","4+",16,2381.53846153846,819.162134478946,1150,2250,2500,2650,4200
"Federal Way - Central","2021","0",1,1850,NA,1850,1850,1850,1850,1850
"Federal Way - Central","2021","1",751,1477.47003994674,149.690262769043,145,1413,1495,1530,2125
"Federal Way - Central","2021","2",518,1731.67953667954,151.532830916052,850,1651,1736,1821,2518
"Federal Way - Central","2021","3",133,2071.2030075188,246.613541353197,1295,1890,2039,2236,2700
"Federal Way - Central","2021","4+",5,4185,3323.36425930111,1780,2100,2960,4195,9890
"Federal Way - Central","2022","1",157,1666.69426751592,186.519252543785,1110,1595,1648,1719,3000
"Federal Way - Central","2022","2",175,1924.05142857143,115.16650956814,1656,1873,1920,1997,2254
"Federal Way - Central","2022","3",79,2332.58227848101,236.007040724774,1764,2226,2326,2474.5,3078
"Federal Way - Central","2022","4+",3,3098.33333333333,457.720802819069,2600,2897.5,3195,3347.5,3500
"Federal Way - Dash Point and Southern Rim","2017","0",4,973.75,16.5201896679992,950,968.75,980,985,985
"Federal Way - Dash Point and Southern Rim","2017","1",378,1140.6455026455,127.454183762245,843,1060,1105,1195,2200
"Federal Way - Dash Point and Southern Rim","2017","2",421,1441.61995249406,138.83067103489,1195,1350,1445,1525,1895
"Federal Way - Dash Point and Southern Rim","2017","3",144,1777.625,157.90923634505,1450,1675,1750,1856,2395
"Federal Way - Dash Point and Southern Rim","2017","4+",6,2055.83333333333,231.028497520688,1650,2000,2097.5,2195,2295
"Federal Way - Dash Point and Southern Rim","2018","0",47,1076.17021276596,129.562192410161,900,1005,1025,1076.5,1375
"Federal Way - Dash Point and Southern Rim","2018","1",1262,1245.63549920761,144.630636035263,300,1155,1265,1315,2250
"Federal Way - Dash Point and Southern Rim","2018","2",1933,1526.97102948784,150.778879097197,150,1425,1525,1615,2515
"Federal Way - Dash Point and Southern Rim","2018","3",527,1857.52561669829,195.231438187106,800,1725,1895,1991.5,2600
"Federal Way - Dash Point and Southern Rim","2018","4+",59,2050.93220338983,459.093291713989,1562,1748,1748,2300,3459
"Federal Way - Dash Point and Southern Rim","2019","0",19,1017.05263157895,50.1115130752411,945,975,1005,1040,1115
"Federal Way - Dash Point and Southern Rim","2019","1",447,1265.07534246575,138.295744135502,300,1225,1295,1350,1645
"Federal Way - Dash Point and Southern Rim","2019","2",582,1512.71628721541,479.039506920256,200,1425,1490,1585,11565
"Federal Way - Dash Point and Southern Rim","2019","3",120,1706.38053097345,434.736544164231,250,1615,1825,1900,2350
"Federal Way - Dash Point and Southern Rim","2019","4+",30,1973.70833333333,717.082523852376,47,1748,1878.5,2495,2990
"Federal Way - Dash Point and Southern Rim","2020","0",13,1133.07692307692,60.7432596239582,1030,1100,1145,1175,1205
"Federal Way - Dash Point and Southern Rim","2020","1",109,2191.87962962963,9500.24842047807,300,1250,1295,1325,1e+05
"Federal Way - Dash Point and Southern Rim","2020","2",103,2547.03125,10054.8397380022,250,1455,1558,1690,1e+05
"Federal Way - Dash Point and Southern Rim","2020","3",66,1740.4,481.093312154721,47,1795,1848,1950,2300
"Federal Way - Dash Point and Southern Rim","2020","4+",12,1417.33333333333,820.47897596465,700,700,1350,1967,2690
"Federal Way - Dash Point and Southern Rim","2021","0",24,1100.41666666667,75.0495005728345,1015,1063.75,1075,1135,1365
"Federal Way - Dash Point and Southern Rim","2021","1",810,1424.71358024691,133.705890688176,1100,1350,1425,1510,1800
"Federal Way - Dash Point and Southern Rim","2021","2",843,1722.80189798339,155.180317752514,1360,1617.5,1715,1799.5,2611
"Federal Way - Dash Point and Southern Rim","2021","3",278,2076.90647482014,172.788445265102,1515,1996,2095,2100,2595
"Federal Way - Dash Point and Southern Rim","2021","4+",30,2164.43333333333,428.901619081316,1955,1967,1967,1967,3295
"Federal Way - Dash Point and Southern Rim","2022","0",3,1312,0,1312,1312,1312,1312,1312
"Federal Way - Dash Point and Southern Rim","2022","1",342,1747.40935672515,151.959447149179,1150,1650,1750,1805,2300
"Federal Way - Dash Point and Southern Rim","2022","2",263,1926.25475285171,123.989040570216,1550,1850,1910,2000,2490
"Federal Way - Dash Point and Southern Rim","2022","3",73,2253.21917808219,305.337210973164,1305,2175,2175,2225,3200
"Federal Way - Dash Point and Southern Rim","2022","4+",5,2058.6,357.24893281856,1490,2000,2174,2174,2455
"Federal Way - North Corridor","2017","0",3,625,485.386443980464,65,475,885,905,925
"Federal Way - North Corridor","2017","1",805,1179.30223880597,107.75050488317,140,1125,1195,1250,1645
"Federal Way - North Corridor","2017","2",767,1431.39113428944,138.544865341229,600,1375,1415,1485,2287
"Federal Way - North Corridor","2017","3",203,1638.2118226601,441.017454873497,70,1625,1675,1802.5,3795
"Federal Way - North Corridor","2017","4+",7,2045.71428571429,478.665058360476,1435,1720,2050,2397.5,2600
"Federal Way - North Corridor","2018","0",21,738.285714285714,502.226357617473,65,65,749,1066,1879
"Federal Way - North Corridor","2018","1",1466,1206.92276144908,119.878587325145,346,1151,1200,1250,3300
"Federal Way - North Corridor","2018","2",1846,1455.90124796527,127.207158810003,90,1395,1445,1521.5,2381
"Federal Way - North Corridor","2018","3",419,1695.4200477327,471.41088263529,70,1625,1720,1800,3495
"Federal Way - North Corridor","2018","4+",39,2193.94871794872,386.179393050347,1200,1927.5,2270,2500,2800
"Federal Way - North Corridor","2019","0",27,7488.66666666667,18849.8702464418,65,1066,1066,1105,59800
"Federal Way - North Corridor","2019","1",692,1987.72850678733,7146.96995618275,100,1170,1235,1310,82380
"Federal Way - North Corridor","2019","2",800,3158.38133333333,10258.9656833966,250,1406.25,1502,1595,82380
"Federal Way - North Corridor","2019","3",318,2443.71947194719,6791.77767626598,40,1701.5,1815,1922,70000
"Federal Way - North Corridor","2019","4+",67,5952.82258064516,16978.2192345912,500,700,2000,2475,70000
"Federal Way - North Corridor","2020","0",13,6004.25,16941.5496346328,1056,1065,1075,1127.5,59800
"Federal Way - North Corridor","2020","1",178,1586.32941176471,6241.3432704699,250,949,1264,1315,82380
"Federal Way - North Corridor","2020","2",226,3134.29107981221,11047.4074564674,250,1465,1539,1575,82380
"Federal Way - North Corridor","2020","3",79,2243.26388888889,5742.47345979275,90,1697.75,1825,1830,50000
"Federal Way - North Corridor","2020","4+",19,8731.47058823529,20423.980143197,700,700,2095,2350,70000
"Federal Way - North Corridor","2021","0",178,1347.03370786517,482.132338759494,988,1075,1075,1555.5,2850
"Federal Way - North Corridor","2021","1",343,1187.79591836735,158.251647574045,849,1063,1240,1253,1650
"Federal Way - North Corridor","2021","2",650,1470.94153846154,136.798445747021,990,1465,1525,1560,2200
"Federal Way - North Corridor","2021","3",155,1838.52903225806,134.436307985981,1713,1825,1830,1830,2810
"Federal Way - North Corridor","2021","4+",15,1946.66666666667,178.129433946485,1500,1939,1970,1970,2200
"Federal Way - North Corridor","2022","0",4,1089.75,96.6346211251433,988,1053.25,1075,1111.5,1221
"Federal Way - North Corridor","2022","1",75,1392.96,322.371048596137,340,1302,1389,1615,1715
"Federal Way - North Corridor","2022","2",58,1668.22413793103,237.159435830898,1050,1561,1561,1697.5,2395
"Federal Way - North Corridor","2022","3",8,2928.75,122.292097630457,2800,2800,2935,3020,3080
"Federal Way - North Corridor","2022","4+",4,2163.25,734.875669756456,1505,1583.75,2054,2633.5,3040
"Fremont and Wallingford","2017","0",731,1626.32284541724,562.581047809188,150,1375,1595,1837,7700
"Fremont and Wallingford","2017","1",1371,2011.77136596056,398.633621523238,235,1740,2033,2275,3987
"Fremont and Wallingford","2017","2",774,2650.50970245796,667.088295708316,875,2200,2570,3075,4469
"Fremont and Wallingford","2017","3",92,2906.5,905.176292707184,785,2425,3000,3362.25,6300
"Fremont and Wallingford","2017","4+",34,3996.29411764706,1507.26683265201,785,3199.25,4347.5,4500,7700
"Fremont and Wallingford","2018","0",1870,1549.55192719486,363.994331788582,329,1295,1550,1840,3712
"Fremont and Wallingford","2018","1",4955,1955.93540573274,422.660745349226,284,1650,1952,2235,11910
"Fremont and Wallingford","2018","2",2331,2578.28614328614,711.813438252312,600,1995,2575,3106,5400
"Fremont and Wallingford","2018","3",334,2749.09880239521,750.93578405236,750,2396.25,2647.5,3091,5800
"Fremont and Wallingford","2018","4+",111,4034.41441441441,1221.44023385561,800,3300,4000,4797.5,7320
"Fremont and Wallingford","2019","0",1204,1569.57517482517,458.944297665359,40,1339,1590,1895,4700
"Fremont and Wallingford","2019","1",2675,2134.40145985401,3393.15848436559,25,1724.25,2050,2339,155000
"Fremont and Wallingford","2019","2",1158,2763.3034026465,799.904560063723,42,2198.25,2830,3371,6000
"Fremont and Wallingford","2019","3",232,3072.5,1494.51516601471,75,2400,2850,3537.5,9000
"Fremont and Wallingford","2019","4+",103,4330.57291666667,1654.10094355493,145,3500,4200,4995,10950
"Fremont and Wallingford","2020","0",361,1350.58974358974,459.256041015022,40,1095,1393,1698,2395
"Fremont and Wallingford","2020","1",920,1866.41958041958,484.639375546683,55,1531.25,1795,2197.25,3245
"Fremont and Wallingford","2020","2",491,2376.21834061135,702.514324929193,300,1880,2300,2883.75,4331
"Fremont and Wallingford","2020","3",130,3189.77952755906,1218.3904808002,500,2245,2995,4182.5,6800
"Fremont and Wallingford","2020","4+",43,4136.975,1491.7036807469,145,3298.75,4100,5000,7000
"Fremont and Wallingford","2021","0",470,1446.96170212766,430.399975900432,650,1150,1495,1758.25,2161
"Fremont and Wallingford","2021","1",1358,2082.74153166421,496.954781380193,150,1699,2099,2460,4439
"Fremont and Wallingford","2021","2",566,2663.33392226148,684.666357463205,99,2154.75,2734.5,3200,4650
"Fremont and Wallingford","2021","3",102,2915.75490196078,736.758493636843,850,2400,2900,3395,4650
"Fremont and Wallingford","2021","4+",41,4058.29268292683,1434.8765668848,615,3375,4000,4945,7050
"Fremont and Wallingford","2022","0",270,1600.26394052045,403.97050958303,700,1295,1710,1912,2235
"Fremont and Wallingford","2022","1",507,2125.52859960552,490.889698725522,740,1800,2087,2447,3654
"Fremont and Wallingford","2022","2",295,3028.37627118644,579.282382803814,755,2850,3164,3400,4500
"Fremont and Wallingford","2022","3",28,3494.32142857143,723.19614948845,1225,3350,3600,3825,4595
"Fremont and Wallingford","2022","4+",13,4815.76923076923,1281.21174114236,3000,3550,5100,5670,7120
"Green Lake and Phinney Ridge","2017","0",308,1458.75649350649,752.235124932659,507,1250,1400,1616,13780
"Green Lake and Phinney Ridge","2017","1",801,1719.39825218477,307.710090746048,42,1550,1730,1906,2899
"Green Lake and Phinney Ridge","2017","2",446,2400.61659192825,529.213755240097,700,2000,2440,2805,3750
"Green Lake and Phinney Ridge","2017","3",106,2861.80188679245,667.717282913336,600,2512.5,2850,3300,4415
"Green Lake and Phinney Ridge","2017","4+",38,3994.34210526316,1422.0147350952,800,3148.75,3775,4637.5,8500
"Green Lake and Phinney Ridge","2018","0",1264,1419.61471518987,240.672075230925,515,1250,1465,1595,3200
"Green Lake and Phinney Ridge","2018","1",2727,1691.74184085075,322.725514920821,100,1499,1699,1862.5,3830
"Green Lake and Phinney Ridge","2018","2",1727,2199.58135495078,518.139336610791,60,1800,2285,2535,4000
"Green Lake and Phinney Ridge","2018","3",418,2496.78177458034,958.477878769308,335,2175,2795,3017,4995
"Green Lake and Phinney Ridge","2018","4+",129,3114.7890625,1262.1827466194,475,2695,3237.5,3850,6100
"Green Lake and Phinney Ridge","2019","0",996,1361.59788359788,367.422820207286,45,1170,1400,1605,2418
"Green Lake and Phinney Ridge","2019","1",2334,1951.99297752809,3495.14862977427,30,1615,1812.5,2010,1e+05
"Green Lake and Phinney Ridge","2019","2",1062,2373.25773195876,3209.34852359316,10,1899.25,2336,2643.75,1e+05
"Green Lake and Phinney Ridge","2019","3",233,2690.56756756757,769.304082552579,125,2495,2795,3000,4995
"Green Lake and Phinney Ridge","2019","4+",95,3699.36470588235,1120.8312269096,300,3195,3500,4300,7995
"Green Lake and Phinney Ridge","2020","0",374,1346.25,333.426304757476,45,1250,1422.5,1516.25,1960
"Green Lake and Phinney Ridge","2020","1",739,1612.69161676647,362.415696598547,45,1448,1583,1800,3295
"Green Lake and Phinney Ridge","2020","2",402,2391.55555555556,5321.87675549865,43,1795,1995,2495,1e+05
"Green Lake and Phinney Ridge","2020","3",73,2720.59375,852.323243673637,800,2325,2700,3212.5,6500
"Green Lake and Phinney Ridge","2020","4+",17,3839,562.814356604378,3250,3412.5,3697.5,4050,4995
"Green Lake and Phinney Ridge","2021","0",1015,1449.06896551724,215.120490920368,450,1295,1465,1607.5,2016
"Green Lake and Phinney Ridge","2021","1",2133,1875.58884200656,588.382371754447,212,1581,1792,2031,19445
"Green Lake and Phinney Ridge","2021","2",682,2589.64516129032,713.22453449563,700,2000,2586,3207,4155
"Green Lake and Phinney Ridge","2021","3",65,2732.35384615385,785.512241923408,800,2387,2650,3095,5550
"Green Lake and Phinney Ridge","2021","4+",25,3575.6,1077.17736855791,675,2950,3690,4195,5850
"Green Lake and Phinney Ridge","2022","0",284,1591.04609929078,248.695159914304,749,1522,1624,1698.75,2225
"Green Lake and Phinney Ridge","2022","1",1024,2070.54447702835,399.358318140978,800,1795.5,1998,2320,3545
"Green Lake and Phinney Ridge","2022","2",260,2730.18076923077,695.849577962066,625,2395,2780,3221.25,4210
"Green Lake and Phinney Ridge","2022","3",27,2782.81481481481,1120.95755896593,960,2000,2895,3225,5800
"Green Lake and Phinney Ridge","2022","4+",30,5429.83333333333,2200.23425215767,767,3950,4997.5,7825,7825
"Issaquah","2017","1",34,1754.47058823529,137.427718807427,1500,1666.25,1738.5,1827,2024
"Issaquah","2017","2",133,2092.66917293233,223.18275300628,1252,1945,2103,2207,3000
"Issaquah","2017","3",50,2546.5,359.483373632728,1989,2361.25,2480,2688.75,3995
"Issaquah","2017","4+",15,3397,668.37703217784,2595,2947.5,3200,3545,5000
"Issaquah","2018","1",106,1792.17924528302,102.969787262812,1518,1726,1784,1835,2157
"Issaquah","2018","2",538,2163.59293680297,222.721870017092,253,2048.5,2169,2292.75,3000
"Issaquah","2018","3",242,2699.35123966942,322.255131680975,1950,2475,2678,2917.5,4500
"Issaquah","2018","4+",53,3403.77358490566,448.17461576031,2550,3000,3500,3745,4300
